note,line,quantifier,has_citation,text
models/Delft3D/source-analysis/delft3d_dflowfm_prepost.md,91,모든,1,`:812-` 모든 link 에 대해:
models/Delft3D/source-analysis/delft3d_dflowfm_transport_sediment.md,22,모든,0,"> 비구조 격자(unstructured FV)에서 모든 scalar(염분·수온·sediment·tracer·secondary flow)를 하나의 `constituents(NUMCONST, Ndkx)` 배열로 통합 수송. 수평 advection/diffusion 은 **explicit FV flux + MUSCL limiter**, 수직은 **implicit tridiagonal**. Sediment/morphology 는 별도 div-of-bedload 로 bed level 갱신."
models/Delft3D/source-analysis/delft3d_dflowfm_transport_sediment.md,43,모든,1,1. `fill_constituents(1)` — 모든 scalar 를 통합 배열·source/sink 채움 (`update_constituents.f90:149`).
models/Delft3D/source-analysis/delft3d_dflowfm_transport_sediment.md,110,전부,1,"`compute_transport/comp_fluxver.f90`. 헤더 `!> compute vertical fluxes` (`:33`). `thetavert(j)==1` 이면 전부 implicit 처리(여기서는 skip, `:157-159`). layer 두께 `dz` 를 셀 중심 간 간격으로 구성 (`:119-123`)."
models/Delft3D/source-analysis/delft3d_dflowfm_transport_sediment.md,195,항상,1,"(`fm_upwbed.f90:134-147`). central(`upwindbedload=.false.`)이면 항상 acl 가중평균 (`:142-145`). `pure1d_mor` 1D link 는 x-성분 전체벡터 사용 (`:101-127`). 마른 link·비활성 sediment cell 은 0 (`:95-98, :149-153`). 경계처리 `jabndtreatment` 분기 (`:75-79, :157-`)."
models/Delft3D/source-analysis/delft3d_dflowfm_waves.md,28,모든,1,모든 분기의 기준 상수는 `dflowfm_data/m_waveconst.f90` 에 정의:
models/Delft3D/source-analysis/delft3d_dflowfm_waves.md,64,항상,1,"`compute_wave_parameters` 에서 `hwav` 는 breaking 한계 `gammax` 로 clip — **다만 offline 처리가 입력 요구량별 helper 분기로 바뀌어 '항상' 은 성립하지 않는다**: `hwav = min(hwav, gammax*hs)` (`compute_wave_parameters.f90:105`, `:66`, `:149`). NetCDF offline 입력은 `Hsig → Hrms` 변환 `hwav = hwavcom / √2` (`compute_wave_parameters.f90:101`)."
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,33,모든,1,모든 모델 요소의 추상 기반은 `element` (`schematization/element.h:41`).
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,52,모든,1,"- `solve` 시그니처 주석: `stateOld` = 이전 시스템 상태(read only), `stateNew` = 신규 상태, `t` = 1970 이후 밀리초, `dt` = 타임스텝[s] (`element.h:93-103`). 즉 **상태벡터(state vector) 기반 in-place 풀이** — 모든 시계열이 하나의 평탄한 `double*` 상태배열의 컬럼 인덱스로 참조된다."
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,60,모든,1,2. **rules state transfer**: 모든 rule 의 `stateTransfer()` 호출 — 상태 이월 (`rtcToolsSimulator.cpp:88-90`).
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,61,모든,0,3. **triggers**: 먼저 모든 trigger 가 `deactivate()` → 그다음 `solve()`.
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,62,항상,1,"- 주석 그대로: `// this deactivates all referenced rules in the triggers` / `// note a rules is not deactivated if NOT referenced in any trigger` (`rtcToolsSimulator.cpp:117-119`). 즉 트리거가 참조하는 rule 만 비활성화 대상이고, 어떤 트리거에도 참조되지 않은 rule 은 항상 활성."
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,64,모든,1,5. **components solve**: 모든 component `solve()` (`rtcToolsSimulator.cpp:192-194`).
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,150,모든,0,`timeseries/` 는 모든 입력·상태·출력 시계열의 컨테이너.
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,156,모든,1,"- `scalarIDMap`(string→int 컬럼), `vectorIDMap`(string→pair) (`timeSeriesBasics.h:57-58`) — **ID 문자열 ↔ 상태벡터 컬럼 인덱스** 매핑. §2 의 모든 rule/trigger 의 `iXIn`/`iYOut` 정수 인덱스가 여기서 해석된다."
models/Delft3D/source-analysis/delft3d_flow2d3d_dispatcher.md,74,모든,0,- **MDF file (Master Definition File)** — 모든 운영 설정 (격자·시간·BC·forcings·sediment·heat·turbulence)
models/Delft3D/source-analysis/delft3d_flow2d3d_inichk_general.md,52,모든,1,| 10 | `chkphy` (`:432`) | 모든 물리계수 검사 (`chkphy.f90:34`) |
models/Delft3D/source-analysis/delft3d_flow2d3d_inichk_general.md,140,모든,1,- **prterr** (`prterr.f90:30-39`): 출력장치에 메시지 인쇄. 메시지 번호(G051/U190/Z013/P004/U021 등)로 빈 메시지/경고/에러 구분. 위 모든 chk*가 검사 실패 시 호출하는 표준 통로.
models/Delft3D/source-analysis/delft3d_flow2d3d_io.md,100,모든,1,"판정 결과는 `dfbroadc_gdp` 로 모든 partition에 broadcast (`input/rstfil.f90:228`), 로그에 precision 기록(`230-232`)."
models/Delft3D/source-analysis/delft3d_flow2d3d_io.md,190,모든,1,"2D/3D 는 `count`/`start` 에 차원·시간 인덱스 추가(`output/wrtarray.f90:222,296`). 즉 모든 grouped 출력이 이 단일 추상화로 NEFIS `putelt` 와 NetCDF `nf90_put_var` 를 동시 지원. restart writer `wrirst` 도 `use wrtarray, only: wrtarray_nm, wrtarray_nmk, wrtarray_nmkl` 로 (n,m)/(n,m,k)/(n,m,k,l) 배열을 쓴다(`output/wrirst.f90:44`), 헤더 ""writes the relevant output arrays to the (single precision) restart file""(`output/wrirst.f90:35-36`)."
models/Delft3D/source-analysis/delft3d_flow2d3d_io.md,207,모든,1,"4. **출력 포맷**: 런타임 `getfiletype` 으로 NEFIS(`.dat`/`.def`) 또는 NetCDF(CF-1.6 `.nc`) 선택, 모든 writer 가 REQUESTTYPE_DEFINE→WRITE 2-pass + `wrtarray` generic 추상화로 두 백엔드 동시 지원(`output/wrh_main.f90:327-532`, `output/wrtarray.f90:132-152`)."
models/Delft3D/source-analysis/delft3d_flow2d3d_special_physics.md,48,전부,1,"`select case (nflmod)` 로 near-field 모델 분기 (near_field.f90:392). 현 소스에서 **`corjet`/`cortime`/`jet3d` 분기는 전부 주석 처리된 레거시**이며 (near_field.f90:393-450, 625-650), 실제 활성 경로는 `generic`(COSUMO XML 결합)이다 (near_field.f90:452). `nrfield` 분기는 빈 stub (near_field.f90:651-654)."
models/Delft3D/source-analysis/delft3d_rr_rainfall_runoff.md,28,전부,0,| `rr_kernel_f` | Fortran 90 | Sobek-RR 본체 — 개념별 유출 모형 전부 | `rr/packages/rr_kernel_f/src/` |
models/Delft3D/source-analysis/delft3d_rr_rainfall_runoff.md,179,모든,1,`calctryvalues(tend)` (`WALRUSinternalflux.cpp:38`)가 한 (sub)스텝의 모든 플럭스와 4개 상태 갱신을 계산한다.
models/Delft3D/source-analysis/delft3d_rr_rainfall_runoff.md,215,모든,1,"`walrusInstances` 벡터로 다중 인스턴스 관리. `ADDWALRUSINSTANCE`(`:32`), `WALRUSSET/GET`(`:89`/`:107`, enum id 기반), `WALRUSINIT`(`:143`, Q0·초기상태), `WALRUSDOSTEP`(`:162`). `startIndex==1`이면 Fortran 1-based 인덱스를 0-based로 변환(`:68-70`). 모든 호출 try/catch로 에러코드(-1) 반환."
models/Delft3D/source-analysis/delft3d_rtc_realtime_control.md,123,전부,1,"| 5-8 | **다변수 AND 검사**: nv 개 decision var 를 nv 개 check value 와 모두 비교, 전부 참일 때만 발동 (`Chsbmeas.f90:121-152`) | value/parameter |"
models/Delft3D/source-analysis/delft3d_rtc_realtime_control.md,124,항상,1,"| 9 | Matlab measure, 항상 활성 (`Chsbmeas.f90:156-168`) | decision parameter 값 |"
models/Delft3D/source-analysis/delft3d_rtc_realtime_control.md,126,항상,1,"| 11 | **DLL measure**, 항상 활성 (`Chsbmeas.f90:180-191`) | decision parameter 값 |"
models/Delft3D/source-analysis/delft3d_rtc_realtime_control.md,213,모든,1,"`CMPDECV` 말미에서 `dll_handle .ne. 0` 이면 (`Cmpdecv.F90:438`): `set_pointers` 로 결과배열을 노출하고 (`Cmpdecv.F90:442-443`), 모든 구조물 상태를 dll 통신 배열로 복사한 뒤 `rtc_perf_function(dll_handle, dll_function, ...)` 으로 DLL 함수를 호출한다 (`Cmpdecv.F90:563-576`). 반환된 setpoint(`DllSobekS`)를 `'Dll'` 로 시작하는 decision parameter 에 되쓴다 (`Cmpdecv.F90:589-606`)."
models/Delft3D/source-analysis/delft3d_utils_libraries.md,96,모든,0,거의 모든 엔진이 의존하는 기반. 단일 패키지 `deltares_common/src/`. 대표 모듈:
models/Delft3D/source-analysis/delft3d_utils_libraries.md,165,모든,1,"| `ec_module.f90` | 774 | `module m_ec_module`(`:38`) — ""main access point to the EC-module"", 모든 상호작용은 `tEcInstance` 포인터 경유(`:29-32`); create 제네릭(FileReader/BCBlock/NetCDF/Quantity, `:67-89`) |"
models/Delft3D/source-analysis/delft3d_utils_libraries.md,194,모든,0,- **ec_module** 은 모든 엔진의 강제/경계 보간 공통 게이트. **esmfsm** 은 레거시(FLOW2D3D) 공유메모리.
models/Delft3D/source-analysis/delft3d_waq_io_preprocess.md,27,전부,0,"DELWAQ 은 두 단계 실행이다: **`delwaq1`(전처리)** 가 ASCII 입력과 프로세스 라이브러리를 읽어 바이너리 워크파일을 만들고, `delwaq2`(시뮬레이션) 가 워크파일을 읽어 적분한다. 본 노트가 다루는 `waq_io`/`waq_proc_preprocess` 는 전부 `delwaq1` 안에서 호출된다."
models/Delft3D/source-analysis/delft3d_waq_io_preprocess.md,105,모든,1,"| P2 | `rd_tabp2.f90:46` | items (모든 항목 메타: 단위·이름·기본값) | `itemid, itemun, itemnm, itemde, itemgr...` (`:68-78`) |"
models/Delft3D/source-analysis/delft3d_waq_io_preprocess.md,162,모든,1,"`makbar` (`makbar.f90:35`, 주석 ""Checks which processes can be activated"", `:41`) — 각 프로세스의 모든 입력 아이템이 가용한지(물질 syname / 상수 / 파라미터 paname / 함수 funame / segment함수 sfname / 분산 diname / 속도 vename 중에서 찾을 수 있는지) 검사해, 입력이 충족되면 켤 수 있다고 판정. 프로세스당 최대 누락변수 `mismax=50` (`makbar.f90:79`). `dlwqp1.f90:702-706` 호출. (Cf. ""barrier"" 의미 — 활성화 차단 여부.)"
models/Delft3D/source-analysis/delft3d_waq_io_preprocess.md,165,모든,1,"`primpro` (`primpro.f90:33`, 주석 ""detect and activate primary processes (which act directly on substances)"", `:38`) — 물질에 직접 작용하는 1차 프로세스를 검출. 물질별로(`primpro.f90:98` `do isys = 1, num_substances_total`) 모든 프로세스의 flux stochi 를 훑어, 계수가 0 이 아니고(`abs(...)>1e-10`, `:117`) 해당 물질에 작용하는 flux 를 찾아 연결 (`primpro.f90:107-130`). 동시에 분산(disp)·속도(velo) stochi 를 처리해 `dsto`/`vsto` 계수 배열과 신규 결합 분산/속도 포인터(`idpnw, ivpn"
models/Delft3D/source-analysis/delft3d_waq_io_preprocess.md,215,모든,0,"핵심: 사용자는 물질과 ""ACTIVE_xxx"" 상수만 지정하고, 전처리기가 **프로세스 라이브러리의 입출력 의존 그래프를 풀어** 필요한 모든 1차·2차 프로세스를 자동 선택·정렬·연결한다."
models/Delft3D/source-analysis/delft3d_waq_kernel_integration.md,39,모든,1,"`run_integration_schemes` 는 `intsrt` (integration option 번호)로 `select case` 분기 (`integration_schemes.f90:176-238`). A=real workspace, J=integer, C=character 의 단일 거대 버퍼(`waq_data_buffer`)에 모든 배열을 오프셋 인덱스(`ivol`, `iconc`, `iflow`, `iderv` 등)로 슬라이싱해 전달하는 옛 DELWAQ 메모리 모델."
models/Delft3D/source-analysis/delft3d_waq_kernel_integration.md,227,항상,1,"연직은 거의 항상 θ=1.0(완전 implicit) 가정 (`:74-76`). 즉 21/22 는 **공간적으로 explicit/implicit 를 혼합**하는 적응형 θ-방법 (22 는 limiter 만 Boris-Book, 21 은 Salezac — 동일 서브루틴, §2.1)."
models/Delft3D/source-analysis/delft3d_waq_kernel_integration.md,238,항상,1,"- exchange flux 는 항상 from −= dq / to += dq 의 보존형 누적 (§3.1, `calculate_transport_with_explicit_derivatives.f90:167-168`) → 내부적으로 질량 보존"
models/Delft3D/source-analysis/delft3d_waq_opal_silica_dissolution.md,35,항상,0,"- **1차식**(SWDISSI=1): 포화 완전 무시 — opal 농도에만 비례(항상 undersaturated 가정, 표층수·강한 sink 근사)."
models/Delft3D/source-analysis/delft3d_waq_ph_carbonate.md,76,전부,0,"- **Roy et al. 1993**(K1/K2)·**Dickson 1990**(KB)·**Weiss 1974**(K0·virial)·**Mucci 1983**·Millero 1995(Ksp calcite/aragonite)·DOE1994/Zeebe-Wolf-Gladrow 2001(KW)·**Munhoven 2013**(solvesaphe, *Geosci. Model Dev.*) — 전부 phcarb.f90 주석 명시."
models/Delft3D/source-analysis/delft3d_waq_process_library.md,22,모든,1,"모든 프로세스 루틴은 동일 시그니처를 따른다 (예: `rear.f90:30-32`, `nitrif.f90:31-33`):"
models/Delft3D/source-analysis/delft3d_waq_process_library.md,34,모든,0,"라이선스 헤더(GPL v3, Stichting Deltares)는 모든 파일 1-22행 동일."
models/Delft3D/source-analysis/delft3d_wave_swan_module.md,52,항상,1,"실행모드는 `wavedata%mode` (`packages/data/src/wave_data.f90:40-42`): `stand_alone=0`, `flow_online=1`, `flow_mud_online=2`. stand-alone 일 때만 매 step `setwrite_wavm(...,.true.)` 로 WAVE map 을 항상 쓴다 (swan_tot.f90:91-92)."
models/Delft3D/source-analysis/delft3d_wave_swan_module.md,134,모든,1,"`packages/kernel/src/grmap.f90:grmap(f1,n1,f2,n2,iref,w,np,iprint)` — receiver 격자 모든 점에 대해 provider 값의 **가중평균**을 계산. 헤더 주석 (grmap.f90:33):"
models/Delft3D/source-analysis/delft3d_wave_swan_module.md,173,전부,1,"`packages/kernel/src/map_swan_output.f90:map_swan_output(sof,fof,gm,fg)` — `swan2flow_maps` 의 `ref_table/weight_table` 로 SWAN 출력장 전부를 FLOW 격자로 `grmap` (4점 가중평균, np=4) (map_swan_output.f90:56-76). 방향성분은 cosine/sine 성분(`dirc`,`dirs`)을 따로 보간한 뒤 `fxfydr` 로 합성각으로 복원한다 (map_swan_output.f90:60-61, 78) — 각도 평균을 벡터로 처리해 wrap-around 오류 방지."
models/EFDC/manual-notes/efdc-implementation-guide.md,128,모든,1,"`efdc.inp` = master 제어파일, 모든 실행 옵션 지정. 역사적으로 **card type**별 조직 (p.15). 주석: `*` 또는 `-`로 시작하는 줄은 무시 (p.15)."
models/EFDC/manual-notes/efdc-implementation-guide.md,220,전부,1,"> ⚠️ **v12.4 소스 드리프트 (검증 2026-07)** — `mask.inp`의 `MTYPE` 의미: 레거시 매뉴얼(EPA 계열)은 1=west/U face, 2=south/V face, 3=네 면 전부, MTYPE 4 없음으로 기술하나, v12.4 `cellmask.f90:50-66`은 **1=U face(서쪽), 2=V face(남쪽), 3=U+V(서+남 두 면), 4=isolated waters**(자기 셀 U·V + 동쪽 셀 U + 북쪽 셀 V — 네 면 완전 고립, `cellmask.f90:165` 주석 ""Change to MTYPE 4 for isolated waters"")로 정의한다. 즉 ""네 면 차단""은 3이 아니라 **4**다."
models/EFDC/manual-notes/efdc-implementation-guide.md,233,모든,1,"`dxdy.inp` 컬럼: `I J DX DY DEPTH BOTTOM_ELEV ZROUGH VEG_TYPE` (DX/DY=셀치수 m, DEPTH=초기수심 m, ZROUGH=log law 조도높이 z0 m) (p.67). `cell.inp`의 모든 셀 기술 必."
models/EFDC/manual-notes/efdc-implementation-guide.md,257,항상,1,"> ⚠️ **v12.4 소스 드리프트 (검증 2026-07)** — `WSER.INP`의 `ISWDINT`: DSI 블로그·wser 헤더는 `ISWDINT=2`를 ""동/북 속도 성분 입력""으로 기술하나, v12.4 런타임(`caltsxy.f90:243-250`, TSWND의 유일한 런타임 소비처)은 **항상 1열=풍속, 2열=풍향(불어가는 쪽 나침반 방위, `DEGM=90−방향`으로 수학각 변환)** 으로 해석한다. `ISWDINT=2`의 read 처리는 두 열에 `WINDSCT` 배율만 곱할 뿐이어서 (`input.f90:7086-7091`) **성분 입력은 v12.4에서 조용히 오독된다**. 실재하는 옵션은 `ISWDINT=0`(불어가는 방향) / `=1`(불어오는 방향 — read 시 180° 반전, "
models/EFDC/manual-notes/efdc-manuals-overview.md,20,모든,1,> [`models/EFDC/README.md`](../README.md) 와 짝. 모든 manual 자산의 단일 진입점.
models/EFDC/manual-notes/efdc-manuals-overview.md,54,모든,0,이론서. 모든 모듈의 governing equation·numerical method 정형.
models/EFDC/manual-notes/efdc-theory-v12-ch2-hydrodynamics.md,600,모든,0,- [[efdc-theory-doc-v12]] — Ch 2 모든 nav + TOC
models/EFDC/manual-notes/efdc-theory-v12-ch5-temperature-heat.md,133,항상,0,Full Heat / Equilibrium Temperature 옵션용 — 상층에 항상 고정비율 β 흡수 (Eq 5.16):
models/EFDC/manual-notes/efdc-user-manual-r850.md,112,항상,1,> - **wser `ISWDINT=2`(성분 입력)**: 런타임은 항상 풍속/풍향으로 해석 — 성분 입력은 오독됨 (`caltsxy.f90:243-250`).
models/EFDC/source-analysis/efdc_gvc_legacy.md,48,모든,0,- `EFDC.CMN` (72 KB) — 전역 `COMMON` 블록 (모든 상태배열·플래그). 모든 서브루틴이 `INCLUDE 'EFDC.PAR'`/`INCLUDE 'EFDC.CMN'` 로 공유 — 모듈/파생형 없는 전형적 F77 글로벌 상태 구조.
models/EFDC/source-analysis/efdc_gvc_legacy.md,53,모든,1,"- 거의 모든 서브루틴 헤더가 동일 banner: `C **  THIS SUBROUTINE IS PART OF EFDC-FULL VERSION 1.0a` + `C **  LAST MODIFIED BY JOHN HAMRICK ON 1 NOVEMBER 2001` (예: `setgvc.for:8,10`, `caltrani.for:8,10`, `costranw.for:8,10`, `calwqcgvc.for:8,10`, `budget5.for:11,12`). → **2001~2004 빈티지 Hamrick 코드베이스**."
models/EFDC/source-analysis/efdc_gvc_legacy.md,105,전부,0,ls 집계 (전부 표준 비-GVC 루틴의 GVC 대응판):
models/EFDC/source-analysis/efdc_gvc_legacy.md,150,전부,1,"| 언어/형식 | F77 fixed-form `.for` (293개) | **Fortran 90 `.f90` 전부 (206개)**, 모듈화 |"
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,33,전부,1,(calexp.f90:1309; DV 동형 :1367) — 직전 전단/Δt + **Coriolis(FCAX)·부력/경압(FBBX)·이류(FX)의 층간 차분**. 즉 explicit 물리는 전부 층차 형태로 RHS 에만.
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,42,항상,1,"- **대각**: `CMU = 1 + CDZMU(L,K)·DELTI·HU(L)·AVUI(L,K)` (:406) — `AVUI = 1/AV`(연직 eddy viscosity 역수) 로 정규화된 계이므로 **확산이 항상 완전 implicit**. ADCIRC 의 `Alp3` 같은 사용자 θ 없음."
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,75,항상,0,- **θ knob 없음** — 연직확산 implicitness 는 사용자 조정 불가(항상 완전 implicit). fort.15 스타일 3-knob(ADCIRC Alp1/2/3)와 대비되는 설계.
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,76,항상,1,"- **★바람 전단 주입이 `ISTL==2` 에서만** (calexp.f90:1318) — 2TL(HDMT2T)은 ISTL 이 항상 2라 매 스텝 주입되지만, **3TL leapfrog full step(ISTL=3)에서는 내부전단 RHS 에 TSX/TSY 미주입** — 표면 강제가 corrector 주기(NTSTBC)로만 연직 구조에 들어가는 구조. 관찰 사실(코드 게이트)이며 의도/버그 여부는 문서 무언급."
models/EFDC/source-analysis/efdc_toxics.md,64,모든,0,"> 모든 분율 합 = 1. **dissolved (free + DOC) 만 advection-diffusion·volatilization 가능**, particulate 는 sediment 와 함께 이동."
models/EFDC/source-analysis/efdc_toxics.md,72,항상,0,"- `SEDF` = sediment settling flux (G/M²/S, water column 항상 음=하향). Kd 시 STFPOCW 생략, Freundlich 시 ×SED^CONPARW"
models/EFDC/source-analysis/efdc_transport_scheme.md,33,모든,1,"2. `ISQUICK == 1`이면 `CALTRAN_QUICKEST`(IW) — QUICKEST/ULTIMATE, 그 외에는 `CALTRAN`(IW) — donor-cell upwind 1차 update (모든 active WC, `calconc.f90:198-203`). 신규 구현: `EFDC/Transport/caltran_quickest.f90:14-33`, `EFDC/Transport/mod_quickest.f90:80-101` (v12.5 좌표)."
models/FUNWAVE/manual-notes/funwave-user-manual-full.md,117,항상,0,| `-DSAMPLES` | 샘플 포함 — **표면파 케이스는 항상 ON 필요** |
models/FUNWAVE/manual-notes/funwave-user-manual-full.md,128,모든,1,모든 parameter 명은 **대소문자 구분(capital sensitive)** (p.34). 아래는 매뉴얼 기재 항목 + 기본값/권장값(verbatim).
models/FUNWAVE/source-analysis/funwave-code-graph.md,23,모든,0,"- 모든 모듈이 `PARAM`(MPI 포함)·`GLOBAL` 의존 → **GLOBAL = 전역 상태 허브**(배열 U,V,Eta,H,depth 등 + nesting/dispersion 변수)."
models/FUNWAVE/source-analysis/funwave-gpu-cuda-port.md,35,전부,1,- `-DMGPU` 가 multi-GPU(+MPI) 경로 전부를 토글. `Makefile_mgpu:78` 만 `MODS`에 **`mgpu_utilities.F`** 를 포함(단일 GPU 빌드는 제외).
models/FUNWAVE/source-analysis/funwave-physics-sources.md,46,모든,0,운동량식 SourceX/Y에 모든 항 합산:
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,33,전부,0,"| Routing | 1D on 2D grid | 사용자 지정 속도·bed slope 방향만 | 전부 | Adaptive | Sampson et al., 2012 |"
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,150,전부,0,"| `weirfile` filename | weir/bridge 링크 파일(.weir) | 없음 | weir 전부, bridge는 subgrid만 |"
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,191,전부,1,"파일 확장자는 강제 아님, 주석은 .par에서만 가능, 전부 case sensitive (p.15)."
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,280,항상,1,"명령행에서 실행(더블클릭 아님). Windows `lisflood_win [옵션] model.par`, Linux `./lisflood_win [옵션] model.par`. parameter 파일은 항상 마지막 인자 (p.33–34)."
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,309,모든,1,"옵션 순서 무관, parfile은 마지막 (p.34). 병렬: 기본적으로 호스트의 모든 공유메모리 코어 사용(OpenMP, Neal et al. 2009), `OMP_NUM_THREADS` 환경변수로 코어 수 지정 (p.34)."
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,319,항상,1,"| `.mass` | 질량수지(12열: Time, Tstep, MinTstep, NumTsteps, Area, Vol, Qin, Hds, Qout, Qerror, Verror, Rain-Inf+Evap), massint마다 | 항상(억제 키워드 없음) (p.36) |"
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,323,항상,1,| `.mxe`/`.max` | 최대 수면고도/수심 | 항상 (p.37) |
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,324,항상,1,| `.inittm`/`.maxtm`/`.totaltm` | 초기침수/최대수심/총침수 시각(시간) | 항상 (p.37–38) |
models/LISFLOOD-FP/source-analysis/lisflood-fp-classic-acc-flow.md,169,전부,0,"관성항 전부 무시, Manning 균등류식만. `dx_sqrt`·`dhlin` 선형화 포함. (방향별 if-블록 대칭, 아래 x·flow 0→1.)"
models/LISFLOOD-FP/source-analysis/lisflood-fp-classic-acc-flow.md,306,전부,0,"| 물리 | local inertia (관성 O, advection X) | 관성 전부 X | full SWE (advection O) |"
models/LISFLOOD-FP/source-analysis/lisflood-fp-cuda-gpu.md,154,모든,1,"- `update_time_series<<<1,1>>>` (`:38-48`) 모든 시계열 `current_value` 갱신."
models/LISFLOOD-FP/source-analysis/lisflood-fp-io-boundary.md,60,전부,0,"출력형식 전부 OFF면 ascii로 강제(1043-1048). `routing`은 inertial/SGC 없으면 비활성(1052), `latlong`·`DamMode`는 SGC 필수(1057-1066), CUDA 미컴파일 시 `cuda` 옵션 abort(1079-1085)."
models/LISFLOOD-FP/source-analysis/lisflood-fp-io-boundary.md,68,모든,1,"모든 격자 배열(`H`, `Qx/Qy`는 (xsz+1)×(ysz+1), `maxH`, `DEM`, `ChanMask`/`SegMask` 등) 할당. 솔버별 추가 배열: Roe면 HU/HV/플럭스군(1341-1359), fv1·dg2 전용 할당(1360-1367). `ChanMask`/`SegMask` 초기값 -1(input.cpp:1459-1460). 실제 데이터는 `LoadDEMData`(1502)가 행우선 `fscanf`, **NODATA 셀은 `Parptr->nodata_elevation`로 치환**(input.cpp:1515-1518)."
models/LISFLOOD-FP/source-analysis/lisflood-fp-io-boundary.md,85,모든,1,"경계 셀 배열 크기 `numBCs = 2*xsz + 2*ysz`(input.cpp:1558) — 도메인 외곽을 1차원으로 펼친 인덱스. 모든 경계 기본값 `NONE0`, `BC_Val=-1`(1564-1569). bci 파일 미지정이면 전부 닫힘(1571-1575)."
models/LISFLOOD-FP/source-analysis/lisflood-fp-io-boundary.md,103,전부,1,"먼저 4변 전부 zero-flux로 초기화(boundary.cpp:32-39). 그 후 `numBCs`개 경계 인덱스를 순회, 변별로 셀 인덱스 `p0`(경계 셀), `p1`(안쪽 셀), 부호 `sign`, 방향 `dir`, `edge`(1=N,2=E,3=S,4=W), 플럭스 포인터 `qptr`를 설정(boundary.cpp:48-95). 닫힌 경계는 Roe 솔버가 아닌 한 skip(boundary.cpp:43)."
models/LISFLOOD-FP/source-analysis/lisflood-fp-io-boundary.md,161,항상,1,"동일 outflag 의미를 바이너리로: 헤더는 int xsz/ysz + NUMERIC_TYPE blx/bly/dx/no_data, 이후 raw 배열(output.cpp:551-617). no_data는 항상 -9999(output.cpp:521)."
models/LISFLOOD-FP/source-analysis/lisflood-fp-lisflood2-driver.md,33,모든,1,"| `lisflood_processing.cpp` | classic→fast 메모리 변환, 모든 보조구조(sub-grid·weir·BC·point source·routing·dam·superlink) 초기화 (`Fast_MainInit`) |"
models/LISFLOOD-FP/source-analysis/lisflood-fp-lisflood2-driver.md,102,전부,1,"4. **bridge/routing-correct/hazard**(`:3812-3861`, omp for) — Q 전부 갱신 후, Vol/H 읽기 전에 수행(주석 `:3814-3815`)."
models/LISFLOOD-FP/source-analysis/lisflood-fp-lisflood2-driver.md,152,모든,1,"`StartNetCDF_impl`(`:134`): NC_NETCDF4/HDF5, time(unlimited)·y·x·y_edge·x_edge 차원, `LATLONGMODE` 시 lat/lon(`:191-225`). 모든 var deflate(level 1)+shuffle. `_NETCDF != 1` 빌드면 `StartNetCDF`(`:418-433`)가 경고만 출력하고 ascii fallback."
models/LISFLOOD-FP/source-analysis/lisflood-fp-mwdg2-adaptive-mra.md,44,항상,1,"경계·point source·stage 셀 및 (`refine_wall` 시) 벽 인접대는 **영구 preflag** — 항상 finest 유지(`mra/preflag_details.cu:24-88`, `refine_high_wall.cu`)."
models/LISFLOOD-FP/source-analysis/lisflood-fp-mwdg2-adaptive-mra.md,51,전부,1,"- **`tol_q` 데드 파라미터**: 0 하드코딩(`SolverParams.h:16`), parfile·CLI 미노출 → q-임계 절사(`encode_and_thresh_flow.cu:52` 외 다수, `fv1_update.cu:219`)는 전부 무동작."
models/LISFLOOD-FP/source-analysis/lisflood-fp-swe-fv1-dg2.md,202,전부,0,유량 계수 전부 0.
models/ROMS/manifest.md,20,전부,0,> 2026-05-03 최초 취득 시점 표기는 7행 전부 실측과 어긋나 있었다 — 일부는 스냅샷 갱신으로
models/ROMS/manual-notes/roms-wiki-cppdefs-options.md,36,모든,1,→ 사용자가 makefile 에서 `ROMS_APPLICATION = MY_APP` 설정 → 컴파일 시 `my_app.h` 가 자동 include → 그 안의 `#define` 매크로로 모든 옵션 결정.
