note,line,fix_type,confidence,old_text,new_text,evidence,rationale
models/ROMS/source-analysis/roms_adjoint_model.md,104,NARROW,HIGH,"| `ad_X = ad_X + …` | adjoint 변수는 **항상 누산**(transpose) | `ad_rhs3d.F:2685-2686,2701-2702` |","| `ad_X = ad_X + …` | adjoint 기여 전달은 **누산**(transpose)하며, 전달 후 `ad_cff1`을 0으로 초기화하는 단계도 있다 | `ad_rhs3d.F:2681-2687,2697-2703` |",models/ROMS/raw/source_code/roms/ROMS/Adjoint/ad_rhs3d.F:2679-2703,누산을 기여 전달 단계로 한정하고 실제 0 초기화를 명시한다.
models/ROMS/source-analysis/roms_global_state_modules.md,36,NARROW,HIGH,`mod_param.F` 는 모든 차원 파라미터를 정의. `USE mod_kinds` 만 의존 (`mod_param.F:99`).,`mod_param.F` 는 격자·구성·상태벡터 크기 파라미터를 정의한다(`mod_param.F:11-50`). `USE mod_kinds` 만 의존 (`mod_param.F:99`,models/ROMS/raw/source_code/roms/ROMS/Modules/mod_param.F:90-104; models/ROMS/raw/source_code/roms/ROMS/Modules/mod_iounits.F:170-193; models/ROMS/raw/source_code/roms/ROMS/Modules/mod_param.F:11-50,"Claude 재작성 — hedge 절 제거, 확인된 범위만 단언"
models/ROMS/source-analysis/roms_global_state_modules.md,177,NARROW,HIGH,"`T_IO` (`mod_iounits.F:170-192`): 단일 출력 파일의 모든 메타를 압축 보관 — `IOtype`/`Nfiles`/`Fcount`(multi-file 카운터, `:168-170`), `Rindex`(NetCDF 레코드, `:172`), `ncid`(`:173`), 변수ID 포인터 `Vid/Tid`(`:175-176`), 시간범위 `time_min/time_max`(`:177-178`), 파일명 `base/name/files`(`:181-183`). `PIO_LIB` 시 PIO descriptor `pioFile/pioVar` (`:184-188`). HIS/AVG/RST 등 출력 종류마다 `TYPE(T_IO) :: HIS(Ngrids)` 형태로 인스턴스화 (`:160-165` 주석).","`T_IO` (`mod_iounits.F:170-192`): 입출력 파일의 식별자·레코드·시간범위·파일명 등 관리 정보를 압축 보관(`mod_iounits.F:165-193`) — `IOtype`/`Nfiles`/`Fcount`(multi-file 카운터, `:168-170`), `Rindex`(NetCDF 레코드, `:172`), `ncid`(`:173`), 변수ID 포인터 `Vid/Tid`(`:175-176`), 시간범위 `time_min/time_max`(`:177-178`), 파일명 `base/name/files`(`:181-183`). `PIO_LIB` 시 PIO descriptor `pioFile/pioVar` (`:184-188`). HIS/AVG/RST 등 출력 종류마다 `TYPE(T_IO) :: HIS(Ngrids)` 형태로 인스턴스화 (`:160-165` 주석).",models/ROMS/raw/source_code/roms/ROMS/Modules/mod_iounits.F:165-193,T_IO의 역할을 선언된 파일 관리 정보로 한정한다.
models/ROMS/source-analysis/roms_global_state_modules.md,181,NARROW,HIGH,"`ROMS_allocate_arrays(allocate_vars)` (`mod_arrays.F:127`): 모든 상태 모듈의 `allocate_*` 를 `ONLY` import (`:24-104`) 한 뒤, grid 루프 `DO ng=1,Ngrids` (`:168`) 안에서 타일 경계 `LBi..UBij` 를 `BOUNDS(ng)` 에서 추출(`:170-175`)하고 순차 호출 — `allocate_boundary`(`:182`)→`allocate_forces`(`:202`)→`allocate_grid`(`:203`)→`allocate_mixing`(`:208`)→`allocate_ocean`(`:209`) ... `$OMP MASTER`/`$OMP BARRIER` 로 마스터 스레드만 할당 (`:169,225-226`). 완료 시 `LallocatedMemory=.TRUE.` (`:252`). `NESTING` 시 contact point 구조는 `LBC_apply` 할당 후로 지연 (`:229-236`). 짝 루틴 `ROMS_deallocate_arrays`(`:273`)·`ROMS_initialize_arrays`(`mod_arrays.F:115` PUBLIC).","`ROMS_allocate_arrays(allocate_vars)` (`mod_arrays.F:127`): 대상 상태 모듈의 `allocate_*` 를 CPP 조건에 따라 `ONLY` import (`mod_arrays.F:24-55`; `mod_fourdvar`는 이 구간에서 deallocate·initialize만 import) 한 뒤, grid 루프 `DO ng=1,Ngrids` (`:168`) 안에서 타일 경계 `LBi..UBij` 를 `BOUNDS(ng)` 에서 추출(`:170-175`)하고 순차 호출 — `allocate_boundary`(`:182`)→`allocate_forces`(`:202`)→`allocate_grid`(`:203`)→`allocate_mixing`(`:208`)→`allocate_ocean`(`:209`) ... `$OMP MASTER`/`$OMP BARRIER` 로 마스터 스레드만 할당 (`:169,225-226`). 완료 시 `LallocatedMemory=.TRUE.` (`:252`). `NESTING` 시 contact point 구조는 `LBC_apply` 할당 후로 지연 (`:229-236`). 짝 루틴 `ROMS_deallocate_arrays`(`:273`)·`ROMS_initialize_arrays`(`mod_arrays.F:115` PUBLIC).",models/ROMS/raw/source_code/roms/ROMS/Modules/mod_arrays.F:24-55,전체 상태 모듈 단정을 실제 조건부 import 목록으로 한정한다.
models/ROMS/source-analysis/roms_io_netcdf.md,82,NARROW,HIGH,모든 def 모듈은 **표준 NetCDF용 `*_nf90` 와 PIO용 `*_pio`** 두 구현을 generic interface 로 묶는다. `def_dim.F:24-29`:,"`def_dim`은 **표준 NetCDF용 `*_nf90` 와 PIO용 `*_pio`** 두 구현을 generic interface 로 묶는다(PIO는 `PIO_LIB && DISTRIBUTE` 조건부, `def_dim.F:24-29`). `def_his`는 PUBLIC wrapper와 PRIVATE backend 구성이므로 동일 generic 구조로 일반화하지 않는다(`def_his.F:71-79`). `def_dim.F:24-29`:",models/ROMS/raw/source_code/roms/ROMS/Utility/def_dim.F:24-29; models/ROMS/raw/source_code/roms/ROMS/Utility/def_his.F:71-79,generic interface 패턴을 확인한 def_dim으로 한정한다.
models/ROMS/source-analysis/roms_io_netcdf.md,189,NARROW,HIGH,"| 모든 def/wrt/get/nf_ 모듈이 nf90 + PIO 듀얼 구현을 generic INTERFACE 로 추상화 | `def_dim.F:24-29`, `nf_fwrite2d.F:77-82` |","| `def_dim`·`nf_fwrite2d`는 nf90 + 조건부 PIO 구현을 generic INTERFACE 로 추상화; `def_his`는 PUBLIC wrapper/PRIVATE backend 구성 | `def_dim.F:24-29`, `nf_fwrite2d.F:77-82`, `def_his.F:71-79` |",models/ROMS/raw/source_code/roms/ROMS/Utility/def_dim.F:24-29; models/ROMS/raw/source_code/roms/ROMS/Utility/nf_fwrite2d.F:77-82; models/ROMS/raw/source_code/roms/ROMS/Utility/def_his.F:71-79,공통 구조의 적용 범위를 두 generic 예시로 한정하고 wrapper 예외를 명시한다.
models/ROMS/source-analysis/roms_representer_model.md,31,NARROW,HIGH,"즉 RPM 은 일반 접선선형(TLM, iTLM)과 달리 **유한진폭(finite-amplitude) 접선선형**이며, 모든 `rp_*` 루틴이 `iRPM` 인덱스로 동작한다 (예: `rp_diag.F:45` `CALL wclock_on (ng, iRPM, 7, ...)`, `rp_initial.F:202`).","즉 RPM 은 일반 접선선형(TLM, iTLM)과 달리 **유한진폭(finite-amplitude) 접선선형**이며, `Representer/` **39개 `.F` 중 23개**가 `iRPM` 인덱스를 사용한다 (예: `rp_diag.F:45` `CALL wclock_on (ng",Representer/*.F 39개 중 iRPM 등장 23개,Claude 재작성 — 실측 수치로 대체
models/ROMS/source-analysis/roms_support_modules.md,31,NARROW,HIGH,"- `set_avg`: **시간평균 출력**(`AVERAGES` CPP) — 모든 진단변수의 출력 간격 평균 누적(5800 라인 = 전 변수 평균 코드). + `AVERAGES_DETIDE`(조석 제거, [[roms_tidal_forcing]] §3).","- `set_avg`: **시간평균 출력**(`AVERAGES` CPP) — `Aout`으로 선택한 변수의 출력 간격 평균 누적(수위·수심평균 유속의 조건부 처리: `set_avg.F:295-345`). + `AVERAGES_DETIDE`(조석 제거, [[roms_tidal_forcing]] §3).",models/ROMS/raw/source_code/roms/ROMS/Nonlinear/set_avg.F:295-345,평균 처리 대상을 Aout 선택 변수로 한정한다.
models/ROMS/source-analysis/roms_tangent_linear_model.md,28,REPLACE,HIGH,"`Tangent/` 의 `tl_*` 루틴은 NLM 코드([[roms_baroclinic_3d]]의 `main3d.F` 등)의 **줄단위 선형화 버전**으로, 동일한 CALL 시퀀스를 유지하되 각 비선형 연산을 그 directional derivative 로 치환한다. `Tangent/` 디렉토리는 54개 `.F`/`.h` 파일로, NLM 의 거의 모든 커널에 1:1 대응한다.","`Tangent/` 의 `tl_*` 루틴은 NLM 코드([[roms_baroclinic_3d]]의 `main3d.F` 등)에 대응하는 **접선선형 구현**이다. `tl_main3d`는 3D 접선선형 모델을 전진시키는 주 드라이버이다(`tl_main3d.F:1-15`). `Tangent/` 최상위에는 현재 72개 `.F`/`.h` 파일이 있으며, NLM 의 거의 모든 커널과의 1:1 대응·동일 CALL 시퀀스·각 비선형 연산의 줄단위 치환은 이 근거로 확인되지 않았다.","models/ROMS/raw/source_code/roms/ROMS/Tangent/tl_main3d.F:1-45; models/ROMS/raw/source_code/roms/ROMS/Nonlinear/wetdry.F:191-214; models/ROMS/raw/source_code/roms/ROMS/Tangent/ 최상위 .F/.h 파일 목록 재집계: 72개, tl_wetdry.F 없음",현재 파일 수는 54가 아닌 72이고 주 드라이버의 설명만으로 전체 커널의 줄단위 대응을 확정할 수 없다.
models/SFINCS/source-analysis/sfincs_boundaries_forcing.md,268,NARROW,HIGH,모든 외력은 결국 연속식의 net source 와 모멘텀의 forcing 항으로 들어간다(상세 솔버는 [[sfincs-architecture-source-map]]).,외력의 연속식 net source·모멘텀 forcing 연결은 계산 모드별로 구분한다; `bathtub` 모드는 경계조건에 따라 수위만 갱신한다(`sfincs_lib.f90:572-584`; 상세 솔버는 [[sfincs-architecture-source-map]]). 모든 외력의 동일 경로 처리는 이 근거로 확인되지 않았다.,models/SFINCS/source-analysis/sfincs-architecture-source-map.md:37-44; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_lib.f90:572-584,bathtub의 경계수위 갱신 예외를 반영해 모드별 경로로 한정한다.
models/SFINCS/source-analysis/sfincs_flow_solver.md,130,NARROW,HIGH,"`compute_store_variables` (`:626-720`): `vmax`(`:684`), `qmax`(`:691`), `twet`(`:700,707`) 누적. `zsmax`(최대수위)는 메인 루프 내에서 항상 갱신 (`:253`, subgrid `:614`).","`compute_store_variables` (`:626-720`): `vmax`(`:684`), `qmax`(`:691`), `twet`(`:700,707`) 누적. `zsmax`(최대수위)는 메인 루프 내에서 `store_maximum_waterlevel`이 참일 때 갱신한다(`sfincs_continuity.f90:239-255`, subgrid `sfincs_continuity.f90:600-616`).",models/SFINCS/raw/source_code/sfincs/source/src/sfincs_continuity.f90:235-255; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_continuity.f90:600-616,일반·subgrid 경로 모두의 최대수위 저장 조건을 복원한다.
models/SFINCS/source-analysis/sfincs_infiltration.md,47,NARROW,HIGH,"> ⚠ **Green-Ampt 인덱싱 버그(:856, 직접 확인)**: 루프 `do nm=1,np`(:838)인데 흡입수두·수분부족을 **`GA_head(np)`·`GA_sigma(np)`**(=`np`=마지막 셀/총셀수)로 인덱싱, 나머지(`ksfield(nm)`·`GA_F(nm)`·`qinfmap(nm)`)는 `nm`. → **모든 셀이 마지막 셀의 ψ·σ 를 사용**(공간균일 오류, `np`→`nm` 오타 추정). [[sfincs_boundaries_forcing]]:244 는 이 줄을 verbatim 인용하나 결함 미표기.","> ⚠ **Green-Ampt 인덱싱 버그(:856, 직접 확인)**: 루프 `do nm=1,np`(:838)인데 흡입수두·수분부족을 **`GA_head(np)`·`GA_sigma(np)`**(=`np`=마지막 셀/총셀수)로 인덱싱, 나머지(`ksfield(nm)`·`GA_F(nm)`·`qinfmap(nm)`)는 `nm`. → **`prcp(nm)>0`이고 `prcp(nm)>=ksfield(nm)`인 분기에 들어온 셀이 마지막 셀의 ψ·σ 를 참조**한다(`sfincs_infiltration.f90:838-857`); `ksfield(nm)`·`GA_F(nm)`도 사용하므로 침투량 전체가 공간균일해진다는 뜻은 아니다(`np`→`nm`가 작성 의도인지는 확인되지 않았다). [[sfincs_boundaries_forcing]]:244 는 이 줄을 verbatim 인용하나 결함 미표기.",models/SFINCS/raw/source_code/sfincs/source/src/sfincs_infiltration.f90:834-871,마지막 셀 인덱스 사용을 강우 조건 분기로 한정하고 공간균일 침투량·오타 의도 추정을 제거한다.
models/SFINCS/source-analysis/sfincs_io_data.md,16,NARROW,HIGH,"SFINCS 의 IO·전역 상태 레이어. `sfincs_data` 가 모든 모듈이 `use` 하는 전역 변수 저장소(common-block 대체), 나머지 6개가 ASCII/binary/netCDF 입출력 + BMI 결합 API 를 담당.","SFINCS 의 IO·전역 상태 레이어. `sfincs_data` 가 `compute_water_levels` 등이 `use` 하는 전역 변수 저장소(common-block 대체, `sfincs_continuity.f90:5-7`; `sfincs_read.f90:1-38`·`sfincs_spiderweb.f90:1-10`의 입력 루틴은 예외), 나머지 6개가 ASCII/binary/netCDF 입출력 + BMI 결합 API 를 담당.",models/SFINCS/raw/source_code/sfincs/source/src/sfincs_read.f90:1-38; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_spiderweb.f90:1-10; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_continuity.f90:5-7,직접 접근을 확인한 계산 루틴으로 범위를 좁히고 입력 루틴 예외를 명시한다.
models/SFINCS/source-analysis/sfincs_io_data.md,24,NARROW,HIGH,`module sfincs_data` 는 `contains` 까지 단순 변수 선언 블록(`sfincs_data.f90:1`~`:868`). 파생 type 없이 module-level allocatable 배열·스칼라로 전 상태를 보유 — 사실상 Fortran 의 전역 common block 역할. 모든 계산·IO 모듈이 `use sfincs_data` 로 직접 접근.,`module sfincs_data` 는 `contains` 까지 단순 변수 선언 블록(`sfincs_data.f90:1`~`:868`). 파생 type 없이 module-level allocatable 배열·스칼라로 공유 상태를 보유 — 사실상 Fortran 의 전역 common block 역할. `compute_water_levels`는 `use sfincs_data` 로 직접 접근한다(`sfincs_continuity.f90:5-7`); `sfincs_read.f90:1-38`·`sfincs_spiderweb.f90:1-10`의 입력 루틴에는 해당 use가 없다.,models/SFINCS/raw/source_code/sfincs/source/src/sfincs_read.f90:1-38; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_spiderweb.f90:1-10; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_continuity.f90:5-7,전 상태·전 모듈 단정을 공유 상태와 확인한 접근 경로로 한정한다.
models/SFINCS/source-analysis/sfincs_io_data.md,138,NARROW,HIGH,→ 모든 netCDF 호출을 `NF90(...)` 로 감싸 에러 시 파일·줄번호 보고 (`handle_err` `:1077`).,→ 필수 x·y·time·zs 변수 ID 조회를(`sfincs_ncinput.F90:120-123`) `NF90(...)` 로 감싸 에러 시 파일·줄번호 보고 (`handle_err` `:1077`). 선택적 zi 변수 조회는 매크로 없이 status를 검사한다(`sfincs_ncinput.F90:125-137`).,models/SFINCS/raw/source_code/sfincs/source/src/sfincs_ncinput.F90:118-137,NF90 래핑 범위를 필수 변수 조회로 한정하고 선택 변수 예외를 명시한다.
models/SWAN/manual-notes/swan-programming-rules.md,37,NARROW,HIGH,"- **`IMPLICIT NONE`** + 모든 변수 명시 선언 + `INTENT`. 단 implicit 관례 유지: `i`-`n` = integer, `c`/`z` = complex, 나머지 = real.","- **`IMPLICIT NONE`** + 변수 명시 선언 + `INTENT` 규칙(원문은 pointers 예외 명시, `raw/manuals/website_markdown/online_doc/swanpgr/node2.md:44-48`). 단 implicit 관례 유지: `i`-`n` = integer, `c`/`z` = complex, 나머지 = real.",models/SWAN/raw/manuals/pdfs/swanpgr.pdf:PDF p.10; models/SWAN/raw/manuals/website_markdown/online_doc/swanpgr/node2.md:39-54,매뉴얼이 명시한 pointers 예외를 복원한다.
models/SWAN/manual-notes/swan-programming-rules.md,65,NARROW,HIGH,"> source-analysis 의 모든 SWAN 서브루틴이 따르는 **표준 layout**. nesting indent **3 칸**, **tab 절대 금지**(이식성).","> 매뉴얼이 SWAN 프로그램·서브루틴에 요구하는 **표준 layout**이다. nesting indent **3 칸**, **tab 절대 금지**(이식성). 실제 준수는 `src/` 소스 **75개 중 63개**가 `CALL STRACE` 진입부 패턴을 포함하는 수준이다.",src/*.ftn90+*.ftn 75개 중 CALL STRACE 포함 63개,Claude 재작성 — 실측 수치로 대체
models/SWAN/manual-notes/swan-programming-rules.md,144,NARROW,HIGH,"→ **`SAVE IENT`/`DATA IENT/0/` + `IF(LTRACE) CALL STRACE(IENT,'name')`** 패턴 = 모든 SWAN 서브루틴 진입부 trace. source-analysis 노트에서 반복 관찰되는 구조의 공식 근거.","→ **`SAVE IENT`/`DATA IENT/0/` + `IF(LTRACE) CALL STRACE(IENT,'name')`** 패턴 = SWAN 서브루틴 진입부 trace 의 표준 템플릿. `src/` 소스 **75개 중 63개**가 이 패턴을 포함한다. source-analysis 노트에서 반복 관찰되는 구조의 ",src/ 75개 중 63개,Claude 재작성 — 실측 수치로 대체
models/SWAN/source-analysis/swan-quasi-coherent.md,86,NARROW,HIGH,"**Wigner 의 장점**: 일반 spectral action density 가 모든 점에서 양의 값인 반면, W 는 **interference pattern (음의 lobe 포함)** 도 표현 가능 → diffraction·focusing 등 phase 효과 자연 표현.","**Wigner 의 장점**: 일반 spectral action density 가 모든 점에서 **음이 아닌(non-negative)** 값인 반면, W 는 **interference pattern (음의 lobe 포함)** 도 표현 가능 → diffraction·focusing 등 phase 효과 자연 표현.",action density 는 정의상 ≥0; Codex 가 든 swanmain.ftn:7903-7913 은 ZERO/NODATA 출력 처리로 무관,Claude 재작성 — 실측 수치로 대체
models/SWAN/source-analysis/swan-unstructured-time-step.md,106,NARROW,HIGH,"→ **본 module은 SWAN unstructured 의 모든 신규 물리 통합 entry**. 신규 module ([[swan-bragg-scattering]], [[swan-quasi-coherent]], [[swan-surfbeat-iem]] 등) 호출 hook이 본 module에 누적.",→ **본 module은 SWAN unstructured 의 신규 물리 통합 entry 중 하나**. `SwanCompUnstruc.ftn90` 안에서 QCM 은 11회·Bragg 는 3회 등장하나 **IEM·GSECorr·SpectPart 는 등장하지 않는다** — [[swan-quasi-coherent]]·[[swan-bragg-scattering]] 은 본 module 경유가 확인되고 [[swan-surfbeat-iem]] 은 별도 경로다.,"SwanCompUnstruc.ftn90 grep: QCM 11, Bragg 3, IEM/GSECorr/SpectPart 0",Claude 재작성 — 실측 수치로 대체
models/SWAN/source-analysis/swan-unstructured-time-step.md,121,NARROW,HIGH,"→ Standard SWAN time-step interface. `compda` 가 모든 input field (depth, wind, current, ice) 통합 carry.",→ Standard SWAN time-step interface. `compda` 가 depth 등 공간의존 정보를 carry한다(`SwanCompUnstruc.ftn90:111-115`); obstacle 정보 `cross` 등은 별도 인자이다(`SwanCompUnstruc.ftn90:106-109`).,models/SWAN/raw/source_code/swan/src/SwanCompUnstruc.ftn90:104-115,compda의 역할을 공간의존 정보 배열로 한정하고 별도 입력 인자를 명시한다.
models/SWASH/source-analysis/swash-boundary-spectral-transfer.md,117,NARROW,HIGH,"`floop`(j=1..nfreq, `:151`) × `sloop`(k=j+1..nfreq, `:218`): **서로 다른 두 1차 성분 (ampl1,omega1,theta1)·(ampl2,omega2,theta2)의 모든 쌍**에 대해 결합파 계산.","`floop`(j=1..nfreq, `:151`) × `sloop`(k=j+1..nfreq, `:218`): **방향·상대수심 범위·비영 진폭 조건을 통과한 서로 다른 두 1차 성분 (ampl1,omega1,theta1)·(ampl2,omega2,theta2)의 쌍**에 대해 결합파 계산(`SwashBCtransferfnc.ftn90:204-218,271-283`).","models/SWASH/raw/source_code/swash/src/SwashBCtransferfnc.ftn90:151-160,204-218,271-279; models/SWASH/raw/source_code/swash/src/SwashBCtransferfnc.ftn90:279-288",쌍 루프 안의 성분 제외 조건을 복원한다.
models/SWASH/source-analysis/swash-output.md,219,NARROW,HIGH,"`SwashCleanMem.ftn90`(563줄) Purpose: `""Cleans memory""`(`:40`). 종료 시 모든 allocatable 배열을 `if(allocated(...)) deallocate(...)` 패턴으로 해제(예 `:62-128`).","`SwashCleanMem.ftn90`(563줄) Purpose: `""Cleans memory""`(`:40`). 종료 시 이 루틴에 열거된 allocatable 배열을 `if(allocated(...)) deallocate(...)` 패턴으로 해제(예 `SwashCleanMem.ftn90:62-128`). 모든 allocatable 배열의 해제 여부는 이 근거로 확인되지 않았다.","models/SWASH/raw/source_code/swash/src/SwashCleanMem.ftn90:44-140; models/SWASH/raw/source_code/swash/src/SwashModule2.ftn90:388-391; models/SWASH/raw/source_code/swash/src/SwashRigBoddata.ftn90:72-78,123-126",정리 루틴의 명시적 해제 대상을 전체 allocatable 배열로 확대하지 않는다.
models/SWASH/source-analysis/swash-unstructured-solvers.md,38,ADD_EVIDENCE,HIGH,"삼각격자 면법선 flux `u(iface,k)` → 셀중심 속도벡터 `uvc`. 비정형 FV 의 **C-grid staggering 유사물**로, 위키가 이미 문서화한 모든 ""U"" flow/output/turbulence 루틴의 기반.","삼각격자 면법선 flux `u(iface,k)` → 셀중심 속도벡터 `uvc`. 비정형 FV 의 **C-grid staggering 유사물**(`SwashUServ.ftn90:17-70`)로, `uvc` 는 `src/` 의 **16개 파일**에서 쓰인다(`SwashU*.ftn90` 은 21개).",src/*.ftn90 grep uvc = 16파일; SwashU*.ftn90 = 21개,Claude 재작성 — 실측 수치로 대체
models/SWASH/source-analysis/swash-unstructured-solvers.md,81,ADD_EVIDENCE,HIGH,"- **Perot 재구성**(:17)은 비정형 FV 핵심인데 위키 전역 미커버였음 — 모든 ""U"" 루틴의 속도벡터 기반. **논문 인용은 소스주석에 없음**(canonical ref = J.B. Perot, J. Comput. Phys. 159:58-89, 2000 — uncited-attributable).","- **Perot 재구성**(:17)은 비정형 FV 핵심인데 위키 전역 미커버였음 — 면법선 성분으로 셀 속도벡터를 재구성하며(`SwashUServ.ftn90:54-63`) 결과 `uvc` 를 **16개 파일**이 참조한다. **논문 인용은 소스주석에 없음**(canonical ref = J.B. Perot, J. Comput. Phys. 159:58-89, 2000 — uncited-attributable).",src/*.ftn90 grep uvc = 16파일; SwashU*.ftn90 = 21개,Claude 재작성 — 실측 수치로 대체
models/ShorelineS/source-analysis/shorelines-transport-formulations.md,38,NARROW,HIGH,"회절 ON + QS 모드일 때 파고 연안경사 `dHS=(HS(i+1)−HS(i−1))/dist`(:117)를 **모든 공식의 각도항에 `−(2/tanbetasetup)·cosφ·dHS` 로 가산** — 구조물 배후 파고경사가 유발하는 순환류 수송(구버전 계수 `−2cosφ` 에서 setup 경사 반영형으로 개정된 이력이 주석 대비로 남음, 예 :142-143). CERC1/2·KAMP·MILH 는 HStdp 기반, 나머지는 HSbr 기반 dHS(:106-108).","회절 ON + QS 모드일 때 파고 연안경사 `dHS=(HS(i+1)−HS(i−1))/dist`(:117)를 **CERC/CERC1·CERC2·CERC3·KAMP·MILH·VR14 분기의 각도항에 `−(2/tanbetasetup)·cosφ·dHS` 로 가산**한다(`transport.m:139-192`); ray 분기에는 이 보정항이 없다(`transport.m:194-197`) — 구조물 배후 파고경사가 유발하는 순환류 수송(구버전 계수 `−2cosφ` 에서 setup 경사 반영형으로 개정된 이력이 주석 대비로 남음, 예 :142-143). dHS의 파고 선택은 문자열 `CERC`·`CERC2`·`KAMP`·`MILH`이면 HStdp, 그 밖에는 HSbr이다(`transport.m:104-108`).",models/ShorelineS/raw/source_code/shorelines/functions/transport.m:139-212; models/ShorelineS/raw/source_code/shorelines/functions/transport.m:99-125,보정항이 있는 공식 분기로 한정하고 dHS 파고 선택의 실제 문자열 조건을 보존한다.
models/XBeach/source-analysis/xbeach_params.md,28,REPLACE,HIGH,- `readkey_inio = toall`: 읽은 모든 키를 PRINT/log 에 echo(입력 검증 추적).,"- `readkey_inio = toall`: MPI 브로드캐스트 수신 범위를 정하는 logical 플래그이다(`params.F90:48-49`, `readkey.F90:36-41`). `toall=.true.`이면 출력 프로세스를 포함한 모든 프로세스, `.false.`이면 계산 프로세스만 수신 대상으로 한다; 실제 전송은 `USEMPI`·`lbcast` 조건에서 `xmpi_bcast(value_int,readkey_inio)` 등으로 수행한다(`readkey.F90:230-232,377-379`). PRINT/log echo 설정이 아니며 로그는 별도 `writelog` 호출·silent 조건을 따른다(`readkey.F90:218-224,365-374`).","models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90:48-58; models/XBeach/raw/source_code/trunk/src/xbeachlibrary/readkey.F90:34-41,213-232,365-379",readkey_inio의 MPI 수신 범위 기능을 로그 echo 기능으로 오독한 설명을 교체한다.
concepts/compound-flooding/wetting-drying-cross-model.md,49,REPLACE,HIGH,"2. **셀+face 기반(유한차분/체적)**: Delft3D(KFS/KFU)·SWASH(wets/wetu)·SFINCS(kfuv)·LISFLOOD(MaskTest)·ROMS(rmask_wet/umask_wet) — **face(velocity-point)가 1차 판정 주체, cell 은 face 의 OR**. 보수적 wetting(둘러싼 face 전부 dry 여야 cell dry). ★ROMS 만 edge mask 가 부호 있는 `{0,±1,2}`로 flux 방향 인코딩(다른 모델 0/1) — [[roms_wetting_drying]] §2.","2. **셀+face 기반(유한차분/체적)**: Delft3D(KFS/KFU)·SWASH(wets/wetu)·SFINCS(kfuv)·LISFLOOD(MaskTest)·ROMS(rmask_wet/umask_wet) — **SWASH의 해당 분기는 cell 을 둘러싼 face 의 OR로 판정**한다(`SwashDryWet.ftn90:203-211`; 둘러싼 face 전부 dry 여야 cell dry). ROMS는 먼저 cell의 수위+수심으로 판정한다(`wetdry.F:191-214`). Delft3D·SFINCS·LISFLOOD의 동일 규칙 적용 여부는 이 근거로 확인되지 않았다. ★ROMS의 해당 edge mask 는 부호 있는 `{0,±1,2}`로 인접 cell의 wet/dry 배치를 인코딩한다(`wetdry.F:628-648`); 다른 모델 전체의 0/1 사용은 이 근거로 확인되지 않았다 — [[roms_wetting_drying]] §2.",models/ROMS/raw/source_code/roms/ROMS/Nonlinear/wetdry.F:191-214; models/SWASH/raw/source_code/swash/src/SwashDryWet.ftn90:203-211; models/ROMS/raw/source_code/roms/ROMS/Nonlinear/wetdry.F:628-648,서로 다른 모델의 cell·face 판정 순서를 하나의 공통 규칙으로 묶은 설명을 모델별로 교체한다.
concepts/currents/time-integration-cross-model.md,63,NARROW,HIGH,1. **split-explicit 해양모델(ROMS 단독)**: 빠른 barotropic 을 **작은 dtfast explicit substep + 시간필터**로 처리. NDTFAST 가 핵심 knob — 나머지 전부 implicit/semi-implicit 로 격리하는 다른 모델과 정반대 설계. leapfrog computational mode 는 LF-AM3 weight 자체가 억제(Asselin 필터 불사용).,"1. **split-explicit 해양모델(ROMS 단독)**: 빠른 barotropic 을 **작은 dtfast explicit substep + 시간필터**로 처리. NDTFAST 가 핵심 knob — implicit/semi-implicit 경로와 구분되는 설계이며, 비교 대상에는 SFINCS·XBeach 등의 explicit 경로도 있다(`time-integration-cross-model.md:48-57`); ROMS 외 모델이 전부 implicit/semi-implicit인 것은 아니다. leapfrog computational mode 는 LF-AM3 weight 자체가 억제(Asselin 필터 불사용).",concepts/currents/time-integration-cross-model.md:48-57; models/SFINCS/raw/source_code/sfincs/source/src/sfincs_lib.f90:572-584,ROMS와의 대비 대상을 implicit·semi-implicit 경로로 한정하고 explicit 모델 예외를 명시한다.
textbook/notes/theory-ch05-rans.md,33,NARROW,HIGH,"- **환경 유동은 거의 항상 난류**: 대양은 $U\sim0.1$ m/s·$L\sim1$ Mm 로 $\mathrm{Re}\sim10^{11}$ — 비선형 항이 $\mathrm{Re}>10\text{–}1000$ 에서 중요하므로 ""the ocean is turbulent"" (stewart-physical-ocean, p.130).","- **대양의 대표 규모 유동은 난류**: 대양은 $U\sim0.1$ m/s·$L\sim1$ Mm 로 $\mathrm{Re}\sim10^{11}$ — 비선형 항이 $\mathrm{Re}>10\text{–}1000$ 에서 중요하므로 ""the ocean is turbulent"" (stewart-physical-ocean, p.130; `textbook/md/stewart_textbook.md:7222-7224`).","textbook/md/stewart_textbook.md:7220-7224,7983-7984",해양 대표 규모에 대한 근거를 환경 유동 전체로 확대하지 않는다.
