note,line,classification,confidence,evidence,reason
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,64,SUPPORTED,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/fbc/packages/FBCTools/src/rtcToolsSimulator.cpp:187-195,nComponent 전체를 순회하며 조건 없이 solve를 호출한다.
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,150,SCOPE_STATEMENT,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/fbc/packages/FBCTools/src/timeseries/timeSeriesBasics.h:49-84; models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/fbc/packages/FBCTools/src/timeseries/timeSeriesTensor.h:41-60,시계열 하위 시스템의 자료·인터페이스 범위를 소개하는 절의 도입부다.
models/Delft3D/source-analysis/delft3d_fbc_flow_boundary.md,156,OVERCLAIM,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/fbc/packages/FBCTools/src/timeseries/timeSeriesBasics.h:49-84,공통 ID-map 자료구조 선언만으로 모든 rule·trigger의 인덱스 해석 경로까지 전수 입증되지는 않는다.
models/Delft3D/source-analysis/delft3d_flow2d3d_dispatcher.md,74,UNVERIFIABLE,HIGH,인용 없음,파일 역할 목록의 모든 운영 설정이라는 단언에 대응하는 구체적 코드·매뉴얼 인용이 없다.
models/Delft3D/source-analysis/delft3d_flow2d3d_inichk_general.md,52,SUPPORTED,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/flow2d3d/packages/flow2d3d_kernel/src/inichk/chkphy.f90:35-38,호출 표의 기능 설명은 해당 루틴의 전체 물리계수 검사라는 원문 계약과 같다.
models/Delft3D/source-analysis/delft3d_flow2d3d_inichk_general.md,140,OVERCLAIM,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/flow2d3d/packages/flow2d3d_kernel/src/general/prterr.f90:30-38,prterr의 메시지 출력 기능 설명만으로 모든 chk 루틴의 실패 경로가 이를 호출한다고 입증하지 못한다.
models/Delft3D/source-analysis/delft3d_flow2d3d_io.md,100,SUPPORTED,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/flow2d3d/packages/flow2d3d_io/src/input/rstfil.f90:215-232,precision 판정 결과 ftype을 조건 없이 dfbroadc_gdp에 전달한다.
models/Delft3D/source-analysis/delft3d_flow2d3d_io.md,190,OVERCLAIM,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/flow2d3d/packages/flow2d3d_io/src/output/wrtarray.f90:132-153,generic 배열 writer의 두 백엔드 분기는 이 함수를 쓰는 출력만 증명하며 모든 grouped 출력의 사용 여부는 증명하지 않는다.
models/Delft3D/source-analysis/delft3d_flow2d3d_io.md,207,OVERCLAIM,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/flow2d3d/packages/flow2d3d_io/src/output/wrh_main.f90:360-369; models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/flow2d3d/packages/flow2d3d_io/src/output/wrtarray.f90:132-153,인용은 HIS writer의 2-pass와 generic 배열 writer에 한정되어 모든 writer의 동일 구현을 뒷받침하지 않는다.
models/Delft3D/source-analysis/delft3d_flow2d3d_special_physics.md,48,SUPPORTED,MEDIUM,"models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/flow2d3d/packages/flow2d3d_kernel/src/compute_nearfar/near_field.f90:390-455,625-655",열거된 세 레거시 분기의 실행 내용이 주석 처리된 상태와 일치한다.
models/Delft3D/source-analysis/delft3d_rr_rainfall_runoff.md,28,SCOPE_STATEMENT,MEDIUM,models/Delft3D/source-analysis/delft3d_rr_rainfall_runoff.md:25-31,패키지별 분석 범위·역할을 나눈 표의 요약이다.
models/Delft3D/source-analysis/delft3d_rr_rainfall_runoff.md,179,SUPPORTED,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/rr/packages/rr_walrus_c/src/WALRUSinternalflux.cpp:38-130,한 시도 스텝에서 정의한 입력·내부 플럭스와 네 상태의 갱신을 해당 함수가 계산한다.
models/Delft3D/source-analysis/delft3d_rr_rainfall_runoff.md,215,SUPPORTED,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/rr/packages/rr_walrus_c/src/WalrusInterface.cpp:30-200,문장에 열거한 인터페이스 함수 모두 try/catch와 예외 시 -1 반환을 갖는다.
models/Delft3D/source-analysis/delft3d_rtc_realtime_control.md,123,SUPPORTED,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/rtc/packages/rtc_kernel/src/Chsbmeas.f90:121-152,각 decision 변수 검사 실패 시 탈출하므로 전부 참이라는 필요조건이 코드와 일치한다.
models/Delft3D/source-analysis/delft3d_rtc_realtime_control.md,124,OVERCLAIM,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/rtc/packages/rtc_kernel/src/Chsbmeas.f90:156-165,Matlab measure도 CheckMissingValue 결과와 AND하여 활성화하므로 항상 활성은 아니다.
models/Delft3D/source-analysis/delft3d_rtc_realtime_control.md,126,OVERCLAIM,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/rtc/packages/rtc_kernel/src/Chsbmeas.f90:180-188,DLL measure도 CheckMissingValue 결과와 AND하여 활성화하므로 항상 활성은 아니다.
models/Delft3D/source-analysis/delft3d_rtc_realtime_control.md,213,SUPPORTED,MEDIUM,"models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/rtc/packages/rtc_kernel/src/Cmpdecv.F90:438-452,500-538,563-576",실제 DLL 호출 경로에서 1..Nsbk 전체 구조물의 열거된 상태배열을 통신 배열에 복사한다.
models/Delft3D/source-analysis/delft3d_utils_libraries.md,96,UNVERIFIABLE,HIGH,인용 없음,거의 모든 엔진의 의존성을 뒷받침하는 빌드·링크 인용이 없다.
models/Delft3D/source-analysis/delft3d_utils_libraries.md,165,SUPPORTED,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/utils_lgpl/ec_module/packages/ec_module/src/ec_module.f90:29-32,EC 인스턴스 인터페이스를 통한 상호작용 규약과 포인터 타입이 원문에 명시된다.
models/Delft3D/source-analysis/delft3d_utils_libraries.md,194,OVERCLAIM,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/utils_lgpl/ec_module/packages/ec_module/src/ec_module.f90:29-32,EC 모듈 내부의 공통 접근 규약으로부터 모든 엔진이 이 모듈을 사용한다는 범위까지 확장했다.
models/Delft3D/source-analysis/delft3d_waq_io_preprocess.md,27,SCOPE_STATEMENT,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_preprocessor/delwaq1_read_input_data.F90:100-120,본 노트가 다루는 전처리 호출 범위를 delwaq1으로 한정하는 도입부다.
models/Delft3D/source-analysis/delft3d_waq_io_preprocess.md,105,SUPPORTED,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_proc_preprocess/rd_tabp2.f90:46-65,TABLE_P2의 NO_ITEM 길이 이름·단위·기본값 배열이 항목 메타데이터 설명과 일치한다.
models/Delft3D/source-analysis/delft3d_waq_io_preprocess.md,162,SUPPORTED,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_proc_preprocess/makbar.f90:115-149,모델 차원에 맞는 프로세스에 대해 no_input 전체 반복을 수행하며 단언은 입력 가용성 검사 범위에 한정된다.
models/Delft3D/source-analysis/delft3d_waq_io_preprocess.md,165,SUPPORTED,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_proc_preprocess/primpro.f90:98-130,문맥의 활성 프로세스 집합과 각 flux stochi 전체를 중첩 반복한다.
models/Delft3D/source-analysis/delft3d_waq_io_preprocess.md,215,OVERCLAIM,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_proc_preprocess/makbar.f90:115-149; models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_proc_preprocess/prsort.f90:34-38,입력 가용성·모델 차원에 따른 제외와 단순 정렬 절차만으로 필요한 모든 프로세스의 자동 선택을 무조건 보장하지 못한다.
models/Delft3D/source-analysis/delft3d_waq_kernel_integration.md,39,OVERCLAIM,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_kernel/kernel/integration_schemes.f90:170-188; models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_preprocessor/delwaq1_read_input_data.F90:102-115,buffer 전달은 확인되지만 별도로 할당되는 배열도 있어 모든 배열의 단일 버퍼 저장으로 확대할 수 없다.
models/Delft3D/source-analysis/delft3d_waq_kernel_integration.md,227,SUPPORTED,HIGH,"models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_kernel/kernel/integration/theta_calculation.f90:35-37,67-76",해당 루틴의 연직 theta=1 가정이 주석과 전체 연직 대입에서 확인된다.
models/Delft3D/source-analysis/delft3d_waq_kernel_integration.md,238,OVERCLAIM,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_kernel/kernel/integration/calculate_transport_with_explicit_derivatives.f90:149-168,from/to 쌍 누적은 regular 내부 교환 분기이며 음수 경계 인덱스는 별도 분기로 빠지므로 모든 exchange의 동일 누적은 아니다.
models/Delft3D/source-analysis/delft3d_waq_opal_silica_dissolution.md,35,SUPPORTED,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_process/dissi.f90:105-116,1차 선택 분기의 flux가 포화농도 차를 사용하지 않아 포화를 무시한다는 문맥상의 가정을 뒷받침한다.
models/Delft3D/source-analysis/delft3d_waq_ph_carbonate.md,76,SUPPORTED,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_process/phcarb.f90:249-393,열거된 문헌 저자·연도가 모두 코드 주석에서 확인된다.
models/Delft3D/source-analysis/delft3d_waq_process_library.md,22,OVERCLAIM,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_process/rear.f90:30-32; models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_process/nitrif.f90:31-33,두 예시의 동일 시그니처만으로 모든 프로세스 루틴의 동일 계약을 전수 입증하지 못한다.
models/Delft3D/source-analysis/delft3d_waq_process_library.md,34,OVERCLAIM,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_process/rear.f90:1-22; models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/waq/waq_process/plastc.f90:1-25,plastc.f90는 바로 module로 시작하므로 모든 파일 1-22행이 동일 라이선스 헤더라는 주장은 틀리다.
models/Delft3D/source-analysis/delft3d_wave_swan_module.md,52,SUPPORTED,HIGH,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/wave/packages/manager/src/swan_tot.f90:89-97,stand_alone 분기에서 조건 없이 map 쓰기 플래그를 참으로 지정한다.
models/Delft3D/source-analysis/delft3d_wave_swan_module.md,134,OVERCLAIM,HIGH,"models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/wave/packages/kernel/src/grmap.f90:33-40,70-87",provider 격자 밖 점은 기존 값을 유지하므로 receiver의 모든 점이 provider 가중평균으로 갱신되는 것은 아니다.
models/Delft3D/source-analysis/delft3d_wave_swan_module.md,173,SUPPORTED,MEDIUM,models/Delft3D/raw/source_code/Delft3D/src/engines_gpl/wave/packages/kernel/src/map_swan_output.f90:54-78,문맥의 SWAN→FLOW 교환 구조에서 열거된 출력장 모두 grmap으로 전달된다.
models/EFDC/manual-notes/efdc-implementation-guide.md,128,SUPPORTED,HIGH,models/EFDC/raw/manuals/pdfs/EFDC_Implementation_Guide.pdf:PDF p.17 (인쇄 p.15),매뉴얼 자체가 efdc.inp에 all options for running a calculation을 지정한다고 설명한다.
models/EFDC/manual-notes/efdc-implementation-guide.md,220,NOT_A_CLAIM,HIGH,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/cellmask.f90:50-66,전부라는 표현은 구 매뉴얼 설명을 인용하여 현재 코드의 네 면 차단과 구별하는 문장에 있다.
models/EFDC/manual-notes/efdc-implementation-guide.md,233,SUPPORTED,HIGH,models/EFDC/raw/manuals/pdfs/EFDC_Implementation_Guide.pdf:PDF p.69 (인쇄 p.67),cell.inp에 기술된 모든 셀을 dxdy.inp에 기술해야 한다는 원문과 같다.
models/EFDC/manual-notes/efdc-implementation-guide.md,257,SUPPORTED,HIGH,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/caltsxy.f90:240-252,해당 런타임 소비 블록은 두 열을 풍속과 풍향으로 무조건 사용한다.
models/EFDC/manual-notes/efdc-manuals-overview.md,20,SCOPE_STATEMENT,HIGH,models/EFDC/manual-notes/efdc-manuals-overview.md:17-23,manual 자산의 탐색 진입점이라는 범위 선언이다.
models/EFDC/manual-notes/efdc-manuals-overview.md,54,SCOPE_STATEMENT,MEDIUM,models/EFDC/manual-notes/efdc-manuals-overview.md:51-57,이론서의 모듈별 내용 범위를 소개하는 문장이다.
models/EFDC/manual-notes/efdc-theory-v12-ch2-hydrodynamics.md,600,NOT_A_CLAIM,HIGH,models/EFDC/manual-notes/efdc-theory-v12-ch2-hydrodynamics.md:597-603,관련 자료 링크의 목차 안내다.
models/EFDC/manual-notes/efdc-theory-v12-ch5-temperature-heat.md,133,OVERCLAIM,HIGH,models/EFDC/raw/manuals/pdfs/EFDC_Theory_Document_Ver_12.pdf:PDF p.77-78,원문의 항상 고정비율 흡수 설명은 Equilibrium Temperature에 명시되어 있으나 노트는 Full Heat까지 함께 확장한다.
models/EFDC/manual-notes/efdc-user-manual-r850.md,112,SUPPORTED,HIGH,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/caltsxy.f90:243-252,풍속·풍향으로 해석하는 해당 런타임 코드에 ISWDINT별 예외가 없다.
models/EFDC/source-analysis/efdc_gvc_legacy.md,48,OVERCLAIM,HIGH,models/EFDC/raw/source_code/EFDC-GVC/lubksb.for:1-40; models/EFDC/raw/source_code/EFDC-GVC/csedset.for:19-20,공통블록을 쓰는 루틴은 있으나 LUBKSB는 해당 INCLUDE 없이 인자 배열을 사용한다.
models/EFDC/source-analysis/efdc_gvc_legacy.md,53,SUPPORTED,MEDIUM,models/EFDC/raw/source_code/EFDC-GVC/setgvc.for:1-14; models/EFDC/raw/source_code/EFDC-GVC/caltrani.for:1-14; models/EFDC/raw/source_code/EFDC-GVC/costranw.for:1-14; models/EFDC/raw/source_code/EFDC-GVC/calwqcgvc.for:1-14; models/EFDC/raw/source_code/EFDC-GVC/budget5.for:1-16,예시 헤더가 일치하고 293개 for 파일의 문자열 대조에서 278개에 같은 수정일 banner가 있어 거의 모두라는 한정에 부합한다.
models/EFDC/source-analysis/efdc_gvc_legacy.md,105,NOT_A_CLAIM,MEDIUM,models/EFDC/source-analysis/efdc_gvc_legacy.md:102-108,파일 인벤토리 표의 집계·대응 범위를 소개하는 메타 문장이다.
models/EFDC/source-analysis/efdc_gvc_legacy.md,150,NOT_A_CLAIM,MEDIUM,models/EFDC/source-analysis/efdc_gvc_legacy.md:147-153,스냅샷 파일 형식·개수 비교표의 인벤토리 메타 서술이다.
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,33,SUPPORTED,MEDIUM,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1302-1313,문맥에 열거한 explicit 내부전단 항이 DU·DV 우변에 조립된다.
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,42,SUPPORTED,MEDIUM,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/caluvw.f90:399-421,해당 연직 전단계의 확산 계수가 고정 implicit 삼대각 소거에 들어간다.
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,75,SUPPORTED,MEDIUM,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/caluvw.f90:399-421,이 절의 연직 전단 솔버에는 사용자 theta 혼합 없이 같은 implicit 계수가 적용된다.
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,76,SUPPORTED,HIGH,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1317-1332; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/hdmt2t.f90:108-117,2TL의 ISTL=2 대입과 전단 주입의 ISTL==2 조건이 주장과 일치한다.
models/EFDC/source-analysis/efdc_toxics.md,64,SUPPORTED,HIGH,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/ChemFate/caltox.f90:285-319,분배계수 합으로 1+합을 나누고 자유용존분율을 그 역수로 두므로 정의된 분율의 합이 1이다.
models/EFDC/source-analysis/efdc_toxics.md,72,OVERCLAIM,MEDIUM,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/SedTran-Original/calsed.f90:268-284,539-546",단순 침강 분기는 음수 flux를 쓰지만 다른 갱신식은 농도차로 재구성하므로 모든 수주 SEDF가 항상 음수라는 근거는 부족하다.
models/EFDC/source-analysis/efdc_transport_scheme.md,33,SUPPORTED,HIGH,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:191-204,1부터 NACTIVEWC까지 반복하며 ISQUICK 조건에 따라 두 수송 루틴 중 하나를 호출한다.
models/FUNWAVE/manual-notes/funwave-user-manual-full.md,117,SUPPORTED,HIGH,models/FUNWAVE/raw/manuals/funwave_tvd_3.0.md:1470-1487,매뉴얼이 모든 표면파 사례에서 DSAMPLES를 켜도록 직접 명시한다.
models/FUNWAVE/manual-notes/funwave-user-manual-full.md,128,SUPPORTED,HIGH,models/FUNWAVE/raw/manuals/funwave_tvd_3.0.md:1487,매뉴얼이 모든 입력 parameter 이름의 대소문자 구별을 명시한다.
models/FUNWAVE/source-analysis/funwave-code-graph.md,23,OVERCLAIM,MEDIUM,models/FUNWAVE/raw/source_code/FUNWAVE-TVD/src/mod_param.F:46-67,기반 PARAM 자체에는 GLOBAL 의존이 없으므로 모든 모듈의 PARAM·GLOBAL 의존이라는 문장은 범위 한정이 부족하다.
models/FUNWAVE/source-analysis/funwave-gpu-cuda-port.md,35,SUPPORTED,MEDIUM,"models/FUNWAVE/raw/source_code/FUNWAVE-GPU/src/Makefile_mgpu:23-39,78",multi-GPU 빌드가 MGPU 플래그·mpif90·mgpu_utilities를 결합하는 구성임을 확인했다.
models/FUNWAVE/source-analysis/funwave-physics-sources.md,46,SUPPORTED,MEDIUM,models/FUNWAVE/raw/source_code/FUNWAVE-TVD/src/sources.F:246-294,문맥에 열거된 SourceTerms의 활성 항을 SourceX/Y에 합산하는 구조를 확인했다.
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,33,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/LISFLOOD-FP user manual.pdf:PDF p.11,routing은 조건부 적용 셀에서 SWE를 고정속도 routing으로 대체하므로 SWE 항 전부 무시라는 표 의미와 일치한다.
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,150,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/LISFLOOD-FP user manual.pdf:PDF p.19,표의 적용 범위가 weir는 모든 2D 모델이고 bridge는 subgrid라고 명시한다.
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,191,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/LISFLOOD-FP user manual.pdf:PDF p.15,입력 형식 절에서 all items are case sensitive라고 명시한다.
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,280,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/LISFLOOD-FP user manual.pdf:PDF p.33-34,실행 구문과 마지막 인자는 parameter 파일이라는 원문이 일치한다.
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,309,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/LISFLOOD-FP user manual.pdf:PDF p.34-35,기본적으로 모든 공유메모리 코어를 쓴다는 원문과 같다.
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,319,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/LISFLOOD-FP user manual.pdf:PDF p.36,massint마다 쓰며 이를 억제하는 키워드가 없다는 원문을 따른다.
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,323,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/LISFLOOD-FP user manual.pdf:PDF p.37,해당 매뉴얼 판본에서 최대 수위·수심 출력 억제 키워드가 없다고 명시한다.
models/LISFLOOD-FP/manual-notes/lisflood-fp-user-manual.md,324,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/LISFLOOD-FP user manual.pdf:PDF p.37-38,해당 매뉴얼 판본에서 침수시간 출력 억제 키워드가 없다고 명시한다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-classic-acc-flow.md,169,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/fp_flow.cpp:139-160,해당 확산파 분기는 관성 이력 없이 수면경사·수심·Manning 계수로 flux를 계산한다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-classic-acc-flow.md,306,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/fp_flow.cpp:139-160,표의 확산파 범위에서 관성항 없는 Manning flux식을 확인했다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-cuda-gpu.md,154,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/cuda/cuda_boundary.cu:38-48,time_series_count 전체 반복으로 current_value를 갱신한다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-io-boundary.md,60,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/pars.cpp:1040-1048,세 출력 플래그가 모두 OFF일 때 ascii_out을 ON으로 강제한다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-io-boundary.md,68,OVERCLAIM,MEDIUM,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/input.cpp:1330-1370,LoadDEM의 일부 기본·조건부 솔버 배열 할당을 모든 격자 배열로 넓혔으며 H의 실제 할당 크기도 문장과 다르다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-io-boundary.md,85,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/input.cpp:1558-1575,외곽 numBCs 전체를 NONE0으로 설정하고 bci 미지정이면 그 상태로 반환한다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-io-boundary.md,103,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/boundary.cpp:31-43,두 반복문이 서·동·북·남 네 변 flux 전체를 0으로 초기화한다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-io-boundary.md,161,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/output.cpp:519-524,binary 출력 함수의 no_data가 상수 -9999로 초기화된다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-lisflood2-driver.md,33,SUPPORTED,MEDIUM,"models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/lisflood2/lisflood_processing.cpp:1759-1818,2085",문장에 열거한 보조구조 초기화가 Fast_MainInit의 호출 집합에 나타난다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-lisflood2-driver.md,102,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/lisflood2/sgm_fast.cpp:3812-3816,코드 주석이 모든 Q 갱신 이후·VolumeHeight 읽기 이전이라는 순서 계약을 직접 명시한다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-lisflood2-driver.md,152,OVERCLAIM,HIGH,"models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/lisflood2/file_tool.cpp:55-82,169-205",일반 격자 변수 헬퍼에는 deflate가 있지만 time 변수 정의에는 없으므로 모든 var 압축이라는 표현이 과하다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-mwdg2-adaptive-mra.md,44,SUPPORTED,MEDIUM,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/cuda/adaptive/mra/preflag_details.cu:24-88; models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/cuda/adaptive/mra/encode_and_thresh_flow.cu:526,등록된 경계·점·stage에 preflag를 부여하고 flow 인코딩에서도 이를 significant로 유지한다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-mwdg2-adaptive-mra.md,51,SUPPORTED,MEDIUM,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/cuda/adaptive/classes/SolverParams.h:12-17; models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/cuda/adaptive/mra/encode_and_thresh_flow.cu:494-498,tol_q=0인 상태에서 절댓값이 양수인 계수만 남기는 절사는 유한 비영 계수에 영향을 주지 않는다.
models/LISFLOOD-FP/source-analysis/lisflood-fp-swe-fv1-dg2.md,202,SUPPORTED,HIGH,models/LISFLOOD-FP/raw/source_code/LISFLOOD-FP/swe/dg2.cpp:1196-1208,dry 조건에서 HU·HV의 평균 및 x/y 기울기 여섯 계수를 모두 0으로 설정한다.
models/ROMS/manifest.md,20,NOT_A_CLAIM,HIGH,models/ROMS/manifest.md:17-23,자료 크기 재측정 이력에 관한 메타 기록이다.
models/ROMS/manual-notes/roms-wiki-cppdefs-options.md,36,OVERCLAIM,MEDIUM,models/ROMS/raw/manuals/wiki/markdown/cppdefs.h.md:7-10; models/ROMS/raw/manuals/wiki/markdown/Getting_Started.md:7,원문은 CPP application 옵션의 include를 설명하며 별도 입력 스크립트도 존재하므로 모든 옵션이 이 매크로로 결정된다는 확대는 강하다.
models/ROMS/manual-notes/roms-wiki-getting-started.md,145,OVERCLAIM,HIGH,models/ROMS/raw/manuals/wiki/markdown/Getting_Started.md:40-44,원문은 various 알고리즘 옵션에 CPP를 extensively 사용한다고만 하며 모든 옵션을 명시하지 않는다.
models/ROMS/manual-notes/roms-wiki-getting-started.md,155,OVERCLAIM,HIGH,models/ROMS/raw/manuals/wiki/markdown/Getting_Started.md:7; models/ROMS/raw/source_code/roms/ROMS/Utility/def_info.F:11-38,metadata 변수 정의 파일이라는 소개를 모든 NetCDF 정의의 유일한 위치로 확대했으며 별도 정보변수 정의 루틴도 존재한다.
models/ROMS/manual-notes/roms-wiki-overview.md,131,SCOPE_STATEMENT,MEDIUM,models/ROMS/manual-notes/roms-wiki-overview.md:128-134,위키 페이지와 소스 영역의 대응표에서 cppdefs의 적용 범위를 표시한다.
models/ROMS/source-analysis/roms_4dvar.md,217,NOT_A_CLAIM,MEDIUM,models/ROMS/source-analysis/roms_4dvar.md:214-220,디버그 출력을 끄라는 튜닝 절차 권고이며 보편 동작 사실의 단언이 아니다.
models/ROMS/source-analysis/roms_4dvar_drivers.md,19,SCOPE_STATEMENT,MEDIUM,models/ROMS/raw/source_code/roms/ROMS/Drivers/nl_roms.h:1-65,driver 변종 노트가 다루는 실행 인터페이스와 범위를 소개한다.
models/ROMS/source-analysis/roms_4dvar_drivers.md,25,SUPPORTED,HIGH,models/ROMS/raw/source_code/roms/ROMS/Drivers/nl_roms.h:1-57; models/ROMS/raw/source_code/roms/ROMS/Drivers/tl_roms.h:1-47; models/ROMS/raw/source_code/roms/ROMS/Drivers/ad_roms.h:1-47; models/ROMS/raw/source_code/roms/ROMS/Drivers/rp_roms.h:1-47,절 제목이 한정한 네 기본 커널 driver 모두 roms_kernel_mod와 동일한 세 PUBLIC 진입점을 갖는다.
