id,note,note_line,wiki_claim,ref,source,old_ranges,new_ranges,span,hunks
D1-35,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,173,"- `t_unc_mapids` (`unstruc_netcdf.f90:190`): map 파일별 NetCDF id 전체 집합 — `ncid` 파일포인터 + `id_tsp`(timespace) + 변수 id 군(`id_s1`, `id_hs`, `id_vol1`, `id_au`, `id_taus`...). `MAX_ID_VAR=4` (1D/2D/3D/1D2D 격자부) (`unstruc_netcdf.f90:97,232-243`).","unstruc_netcdf.f90:97,232-243",src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,97-97;232-243,REANCHOR(97-97);REANCHOR(232-243),13,"[{""tag"": ""delete"", ""old"": ""84-578"", ""new"": ""75-75"", ""old_text"": ["""", ""   integer, parameter :: UNC_CONV_CFOLD = 1 !< Old CF-only conventions."", ""   integer, parameter :: UNC_CONV_UGRID = 2 !< New CF+UGRID conventions."", """", ""   integer :: unc_cmode = 0 !< Default NetCDF creation mode flag value, used in nf90_create calls (e.g., NF90_NETCDF4).""], ""new_text"": [""""]}, {""tag"": ""delete"", ""old"": ""84-578"", ""new"": ""75-75"", ""old_text"": ["""", ""   integer, parameter :: UNC_CONV_CFOLD = 1 !< Old CF-only conventions."", ""   integer, parameter :: UNC_CONV_UGRID = 2 !< New CF+UGRID conventions."", """", ""   integer :: unc_cmode = 0 !< Default NetCDF creation mode flag value, used in nf90_create calls (e.g., NF90_NETCDF4).""], ""new_text"": [""""]}]"
D1-36,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,182,"**변수 정의/put helper:** `unc_def_var_map` (`unstruc_netcdf.f90:843`, location code 로 1D/2D/3D 일반화), `unc_put_var_map_real`/`_dble`/`_int`/`_byte` (`unstruc_netcdf.f90:1380,1411,1349,1711` — iloc 위치코드별 데이터 put).","unstruc_netcdf.f90:1380,1411,1349,1711",src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,1380-1380;1411-1411;1349-1349;1711-1711,REANCHOR(1380-1380);REANCHOR(1411-1411);REANCHOR(1349-1349);REANCHOR(1711-1711),4,"[{""tag"": ""delete"", ""old"": ""1340-2418"", ""new"": ""845-845"", ""old_text"": [""! TODO: AvD: support integer/other data types"", ""! TODO: AvD: support in/exclude boundary points/links"", """", ""!> Writes a map field of a flow variable to a NetCDF map file, taking care of 1D/2D/3D specifics and s/u/w-point specifics."", ""!! Only writes data for the current time. Assumes that the mapids%id_tsp%idx_curtime contains the new time index where to write to.""], ""new_text"": [""!> Puts global attributes in NetCDF data set.""]}, {""tag"": ""delete"", ""old"": ""1340-2418"", ""new"": ""845-845"", ""old_text"": [""! TODO: AvD: support integer/other data types"", ""! TODO: AvD: support in/exclude boundary points/links"", """", ""!> Writes a map field of a flow variable to a NetCDF map file, taking care of 1D/2D/3D specifics and s/u/w-point specifics."", ""!! Only writes data for the current time. Assumes that the mapids%id_tsp%idx_curtime contains the new time index where to write to.""], ""new_text"": [""!> Puts global attributes in NetCDF data set.""]}, {""tag"": ""delete"", ""old"": ""1340-2418"", ""new"": ""845-845"", ""old_text"": [""! TODO: AvD: support integer/other data types"", ""! TODO: AvD: support in/exclude boundary points/links"", """", ""!> Writes a map field of a flow variable to a NetCDF map file, taking care of 1D/2D/3D specifics and s/u/w-point specifics."", ""!! Only writes data for the current time. Assumes that the mapids%id_tsp%idx_curtime contains the new time index where to write to.""], ""new_text"": [""!> Puts global attributes in NetCDF data set.""]}]"
D1-37,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,191,"별도 파일 `dflowfm_io/unc_write_his.F90` (1741 라인). public 진입점 `unc_write_his(tim)` 주석 `Write history data in NetCDF format` (`unc_write_his.F90:84`, 별칭 `wrihis`). 모듈 변수로 station/구조물별 dim·var id 를 대량 보유: 관측점 `id_statdim`/`id_statx`/`id_staty`/`id_statname` (`unc_w",unc_write_his.F90:49-64,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unc_write_his.F90,49-64,REANCHOR(49-64),16,"[{""tag"": ""insert"", ""old"": ""58-58"", ""new"": ""58-58"", ""old_text"": [""              id_dredlinkdim, id_dreddim, id_dumpdim, id_dred_name, id_dump_name, &""], ""new_text"": [""              id_bubblescreendim, id_bubblescreen_name, id_bubblescreen_x, id_bubblescreen_y, id_bubblescreenptsdim, &""]}, {""tag"": ""replace"", ""old"": ""64-64"", ""new"": ""65-66"", ""old_text"": [""              id_rugdim, id_rugname""], ""new_text"": [""              id_rugdim, id_rugname, &"", ""              id_morfac, id_morft""]}]"
D1-38,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,228,"- MDU 포맷 버전: `MDUFormatMajorVersion=1`, `MDUFormatMinorVersion=9` (`unstruc_model.f90:60-61`). 버전 history 주석 `unstruc_model.f90:63-73` (e.g. `1.08: Default density Eckart→UNESCO`).",unstruc_model.f90:60-61,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/unstruc_model.f90,60-61,REANCHOR(60-61),2,"[{""tag"": ""delete"", ""old"": ""48-258"", ""new"": ""47-47"", ""old_text"": ["""", ""   !> The version number of the MDU File format: d.dd, [config_major].[config_minor], e.g., 1.03"", ""    !!"", ""    !! Note: read config_minor as a 2 digit-number, i.e., 1.1 > 1.02 (since .1 === .10 > .02)."", ""    !! Convention for format version changes:""], ""new_text"": [""""]}]"
D1-39,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,228,"- MDU 포맷 버전: `MDUFormatMajorVersion=1`, `MDUFormatMinorVersion=9` (`unstruc_model.f90:60-61`). 버전 history 주석 `unstruc_model.f90:63-73` (e.g. `1.08: Default density Eckart→UNESCO`).",unstruc_model.f90:63-73,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/unstruc_model.f90,63-73,REANCHOR(63-73),11,"[{""tag"": ""delete"", ""old"": ""48-258"", ""new"": ""47-47"", ""old_text"": ["""", ""   !> The version number of the MDU File format: d.dd, [config_major].[config_minor], e.g., 1.03"", ""    !!"", ""    !! Note: read config_minor as a 2 digit-number, i.e., 1.1 > 1.02 (since .1 === .10 > .02)."", ""    !! Convention for format version changes:""], ""new_text"": [""""]}]"
D1-40,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,229,"- ext 파일 버전: `ExtfileNewMajorVersion=2`, minor=2 (`unstruc_model.f90:76-77`).",unstruc_model.f90:76-77,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/unstruc_model.f90,76-77,REANCHOR(76-77),2,"[{""tag"": ""delete"", ""old"": ""48-258"", ""new"": ""47-47"", ""old_text"": ["""", ""   !> The version number of the MDU File format: d.dd, [config_major].[config_minor], e.g., 1.03"", ""    !!"", ""    !! Note: read config_minor as a 2 digit-number, i.e., 1.1 > 1.02 (since .1 === .10 > .02)."", ""    !! Convention for format version changes:""], ""new_text"": [""""]}]"
D1-41,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,230,- `md_ptr` — MDU 를 tree_data 로 파싱한 포인터 (`unstruc_model.f90:101`). `md_ident` 모델 식별자(runid) (`unstruc_model.f90:103`).,unstruc_model.f90:101,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/unstruc_model.f90,101-101,REANCHOR(101-101),1,"[{""tag"": ""delete"", ""old"": ""48-258"", ""new"": ""47-47"", ""old_text"": ["""", ""   !> The version number of the MDU File format: d.dd, [config_major].[config_minor], e.g., 1.03"", ""    !!"", ""    !! Note: read config_minor as a 2 digit-number, i.e., 1.1 > 1.02 (since .1 === .10 > .02)."", ""    !! Convention for format version changes:""], ""new_text"": [""""]}]"
D1-42,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,230,- `md_ptr` — MDU 를 tree_data 로 파싱한 포인터 (`unstruc_model.f90:101`). `md_ident` 모델 식별자(runid) (`unstruc_model.f90:103`).,unstruc_model.f90:103,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/unstruc_model.f90,103-103,REANCHOR(103-103),1,"[{""tag"": ""delete"", ""old"": ""48-258"", ""new"": ""47-47"", ""old_text"": ["""", ""   !> The version number of the MDU File format: d.dd, [config_major].[config_minor], e.g., 1.03"", ""    !!"", ""    !! Note: read config_minor as a 2 digit-number, i.e., 1.1 > 1.02 (since .1 === .10 > .02)."", ""    !! Convention for format version changes:""], ""new_text"": [""""]}]"
D1-43,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,231,"- 파일명 변수군: `md_netfile`(net), `md_flowgeomfile`(flowgeom 출력), `md_fixedweirfile` 등 (`unstruc_model.f90:113-122`).",unstruc_model.f90:113-122,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/unstruc_model.f90,113-122,REANCHOR(113-122),10,"[{""tag"": ""delete"", ""old"": ""48-258"", ""new"": ""47-47"", ""old_text"": ["""", ""   !> The version number of the MDU File format: d.dd, [config_major].[config_minor], e.g., 1.03"", ""    !!"", ""    !! Note: read config_minor as a 2 digit-number, i.e., 1.1 > 1.02 (since .1 === .10 > .02)."", ""    !! Convention for format version changes:""], ""new_text"": [""""]}]"
D1-44,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,237,"- **상태 보유**: module-global allocatable 배열(`m_flow`/`m_flowgeom`/`m_transport`). 노드(ndx/ndkx)·링크(lnx/lnkx) 두 축, 3D 는 (수평셀×가변층) 압축 인덱스(`kbot/ktop`, `Lbot/Ltop`). (`m_flow.f90:128-133`)",m_flow.f90:128-133,src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_data/m_flow.f90,128-133,REANCHOR(128-133),6,"[{""tag"": ""replace"", ""old"": ""128-136"", ""new"": ""133-141"", ""old_text"": [""   integer, allocatable, target :: kbot(:) !< [-] layer-compressed bottom layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable, target :: ktop(:) !< [-] layer-compressed top layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable :: ktop0(:) !< store of ktop"", ""   integer, allocatable :: kmxn(:) !< Maximum number of active vertical cells per horizontal base cell n (cell_index_2d). The maximum is decided upon initialization, depends on many keywords and can be smaller than kmx."", ""   integer, allocatable, target :: Lbot(:) !< [-] layer-compressed bottom layer edge number: for each of lnx horizontal links, we have indices to bot and top lnxk links {\""location\"": \""edge\"", \""shape\"": [\""lnx\""]}""], ""new_text"": [""   integer, allocatable, target, dimension(:) :: kbot !< [-] layer-compressed bottom layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable, target, dimension(:) :: ktop !< [-] layer-compressed top layer cell number: for each of ndx horizontal cells, we have indices to bot and top ndxk cells {\""location\"": \""face\"", \""shape\"": [\""ndx\""]}"", ""   integer, allocatable, dimension(:) :: ktop0 !< store of ktop"", ""   integer, allocatable, dimension(:) :: kmxn !< Maximum number of active vertical cells per horizontal base cell n (cell_index_2d). The maximum is decided upon initialization, depends on many keywords and can be smaller than kmx."", ""   integer, allocatable, target, dimension(:) :: Lbot !< [-] layer-compressed bottom layer edge number: for each of lnx horizontal links, we have indices to bot and top lnxk links {\""location\"": \""edge\"", \""shape\"": [\""lnx\""]}""]}]"
D1-45,models/Delft3D/source-analysis/delft3d_dflowfm_data_io.md,240,"- **I/O**: 중앙 `unstruc_netcdf`(18974줄)가 map/rst/net/flowgeom 을 CF-old + UGRID 양 convention 으로 쓰고, his 는 별도 `unc_write_his`, class map 은 `unstruc_netcdf_map_class`. 모든 파일은 추적 리스트(`unc_open/create/closeall`)로 관리. (`unstruc_netcdf.f90:44,2469-2558`)","unstruc_netcdf.f90:44,2469-2558",src/engines_gpl/dflowfm/packages/dflowfm_kernel/src/dflowfm_io/unstruc_netcdf.f90,44-44;2469-2558,44-44;895-992,91,"[{""tag"": ""replace"", ""old"": ""2490-2490"", ""new"": ""916-916"", ""old_text"": [""   function unc_create(filename, cmode, ncid)""], ""new_text"": [""   function unc_create(filename, cmode, ncid, overwrite_cmode)""]}, {""tag"": ""insert"", ""old"": ""2494-2494"", ""new"": ""920-920"", ""old_text"": [""      integer :: unc_create !< Integer result status (nf90_noerr if successful).""], ""new_text"": [""      logical, optional, intent(in) :: overwrite_cmode !< Flag indicating whether to overwrite existing cmode (or perform ior).""]}, {""tag"": ""replace"", ""old"": ""2497-2498"", ""new"": ""924-932"", ""old_text"": ["""", ""      cmode_ = ior(cmode, unc_cmode)""], ""new_text"": [""      if (present(overwrite_cmode)) then"", ""         if (overwrite_cmode) then"", ""            cmode_ = cmode"", ""         else"", ""            cmode_ = ior(cmode, unc_cmode)""]}]"
