note,note_line,category,applied,evidence,note_text_before,note_text_after
models/EFDC/source-analysis/efdc_boundary_conditions.md,137,C,yes,EFDC/input.f90:3753-3778; endpoints equal; interior differs,"`MODCHAN.INP` read when `ISCHAN > 0`. Supplies `MDCHH, QCHERR, channel type, host cell, U/V channel cells`, plus channel length/friction for `ISCHAN==2` (`input.f90:3656-3689`).","`MODCHAN.INP` read when `ISCHAN > 0`. Supplies `MDCHH, QCHERR, channel type, host cell, U/V channel cells`, plus channel length/friction for `ISCHAN==2` (`input.f90:3753-3778`)."
models/EFDC/source-analysis/efdc_boundary_conditions.md,152,C,yes,EFDC/input.f90:755-778; endpoints equal; interior differs,- C14 reads `MTIDE` (`input.f90:732-754`).,- C14 reads `MTIDE` (`input.f90:755-778`).
models/EFDC/source-analysis/efdc_boundary_conditions.md,157,C,yes,EFDC/input.f90:1021-1044; endpoints equal; interior differs,- South `input.f90:980-1005`.,- South `input.f90:1021-1044`.
models/EFDC/source-analysis/efdc_boundary_conditions.md,198,C,yes,EFDC/input.f90:944-946; complete ranges equal,"- Harmonic block (C17) `PFPH` phase is **not degrees** — it is a time lag in the same unit as `TCP` (seconds): `RAD = 2π·PFPH/TCP` (`input.f90:913-915`, v12.4 재확인 2026-07). Degrees must be converted: `PFPH = [TCON·TBEGIN + TCP·(G−(V0+u))/360] mod TCP`. Amplitudes `PFAM` are in m (× G to pressure head at the boundary-card conversion). See [[efdc-tidal-forcing-conventions-v12]].","- Harmonic block (C17) `PFPH` phase is **not degrees** — it is a time lag in the same unit as `TCP` (seconds): `RAD = 2π·PFPH/TCP` (`input.f90:944-946`, v12.4 재확인 2026-07). Degrees must be converted: `PFPH = [TCON·TBEGIN + TCP·(G−(V0+u))/360] mod TCP`. Amplitudes `PFAM` are in m (× G to pressure head at the boundary-card conversion). See [[efdc-tidal-forcing-conventions-v12]]."
models/EFDC/source-analysis/efdc_dispersion.md,23,C,yes,"EFDC/input.f90:643,3877-3952; endpoints equal; interior differs","- `models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:621, 3722-3795` — Card C12 read + spatially-variable mapping logic.","- `models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:643, 3877-3952` — Card C12 read + spatially-variable mapping logic."
models/EFDC/source-analysis/efdc_dispersion.md,24,C,yes,"EFDC/mod_var_global.f90:992-993,1099-1100; complete ranges equal","- `models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/mod_var_global.f90:991-992, 1098-1099` — `AHO/AHD` scalar + `AHOXY/AHDXY` array declarations.","- `models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/mod_var_global.f90:992-993, 1099-1100` — `AHO/AHD` scalar + `AHOXY/AHDXY` array declarations."
models/EFDC/source-analysis/efdc_dispersion.md,239,C,yes,EFDC/input.f90:643; complete ranges equal,"| `AHO` | Constant horizontal momentum/mass diffusivity (m²/s) | m²/s | 0 | `input.f90:621` read, `:3737, 3742` use |","| `AHO` | Constant horizontal momentum/mass diffusivity (m²/s) | m²/s | 0 | `input.f90:643` read, `:3737, 3742` use |"
models/EFDC/source-analysis/efdc_dispersion.md,240,C,yes,"EFDC/input.f90:643,3946-3951; endpoints equal; interior differs","| `AHD` | Dimensionless Smagorinsky coefficient $C_s$ (ISHDMF>0 필요) | — | 0.025 | `input.f90:621, 3791-3794` |","| `AHD` | Dimensionless Smagorinsky coefficient $C_s$ (ISHDMF>0 필요) | — | 0.025 | `input.f90:643, 3946-3951` |"
models/EFDC/source-analysis/efdc_dispersion.md,241,C,yes,EFDC/input.f90:643; complete ranges equal,| `ZBRWALL` | 측벽 log-law 거칠기 (ISHDMF=2 wall effect) | m | 0.002 | `input.f90:621` |,| `ZBRWALL` | 측벽 log-law 거칠기 (ISHDMF=2 wall effect) | m | 0.002 | `input.f90:643` |
models/EFDC/source-analysis/efdc_dispersion.md,256,C,yes,EFDC/input.f90:3877-3952; endpoints equal; interior differs,`input.f90:3722-3795`:,`input.f90:3877-3952`:
models/EFDC/source-analysis/efdc_drifters.md,22,C,yes,EFDC/aaefdc.f90:1106-1107; complete ranges equal,- `aaefdc.f90:1105-1106` — `DRIFTER_INP` call.,- `aaefdc.f90:1106-1107` — `DRIFTER_INP` call.
models/EFDC/source-analysis/efdc_drifters.md,23,C,yes,EFDC/hdmt2t.f90:1062-1067; complete ranges equal,"- `hdmt.f90:1378-1384`, `hdmt2t.f90:1058-1063` — `DRIFTER_CALC` call.","- `hdmt.f90:1378-1384`, `hdmt2t.f90:1062-1067` — `DRIFTER_CALC` call."
models/EFDC/source-analysis/efdc_drifters.md,24,C,yes,EFDC/input.f90:3185; complete ranges equal,- `input.f90:3088` — old C68 deprecated.,- `input.f90:3185` — old C68 deprecated.
models/EFDC/source-analysis/efdc_drifters.md,43,C,yes,EFDC/aaefdc.f90:1106-1107; complete ranges equal,- `aaefdc.f90:1105-1106`: `DRIFTER_INP` when `ISPD > 0`.,- `aaefdc.f90:1106-1107`: `DRIFTER_INP` when `ISPD > 0`.
models/EFDC/source-analysis/efdc_drifters.md,44,C,yes,EFDC/hdmt2t.f90:1062-1067; complete ranges equal,"- `hdmt.f90:1378-1384`, `hdmt2t.f90:1058-1063`: `DRIFTER_CALC`.","- `hdmt.f90:1378-1384`, `hdmt2t.f90:1062-1067`: `DRIFTER_CALC`."
models/EFDC/source-analysis/efdc_drifters.md,48,C,yes,EFDC/input.f90:3185; complete ranges equal,"EFDC+ does **NOT** use old EFDC card C68 (`input.f90:3088` says ""not used in EFDC+"").","EFDC+ does **NOT** use old EFDC card C68 (`input.f90:3185` says ""not used in EFDC+"")."
models/EFDC/source-analysis/efdc_drifters.md,185,C,yes,EFDC/hdmt2t.f90:1057-1067; complete ranges equal,"Caller advances drifters after mean mass transport (`hdmt.f90:1370-1384`, `hdmt2t.f90:1053-1063`).","Caller advances drifters after mean mass transport (`hdmt.f90:1370-1384`, `hdmt2t.f90:1057-1067`)."
models/EFDC/source-analysis/efdc_hydraulic_structures.md,21,C,yes,EFDC/input.f90:1445-6822; endpoints equal; interior differs,"- `input.f90:1352-6671` — input cards C23, C32, C32A, C32B.","- `input.f90:1445-6822` — input cards C23, C32, C32A, C32B."
models/EFDC/source-analysis/efdc_hydraulic_structures.md,22,C,yes,EFDC/input.f90:6495-6822; complete ranges equal,"- `input.f90:6344-6671` — `qctl.inp`, `qctlser.inp`, `qctrules.inp`.","- `input.f90:6495-6822` — `qctl.inp`, `qctlser.inp`, `qctrules.inp`."
models/EFDC/source-analysis/efdc_hydraulic_structures.md,98,C,yes,EFDC/input.f90:6731-6732; complete ranges equal,"Pump rule data: target `FLOW`, `RATE` (`:41`, `input.f90:6580-6581`).","Pump rule data: target `FLOW`, `RATE` (`:41`, `input.f90:6731-6732`)."
models/EFDC/source-analysis/efdc_hydraulic_structures.md,103,C,yes,EFDC/input.f90:6495-6538; complete ranges equal,- 1D and 2D head/elevation tables (`input.f90:6344-6387`).,- 1D and 2D head/elevation tables (`input.f90:6495-6538`).
models/EFDC/source-analysis/efdc_hydraulic_structures.md,135,C,yes,"EFDC/input.f90:6590,6607,6639,6642; complete ranges equal","| `QCTLSER.INP` | time, height, width, sill, flow, table ID (`input.f90:6439, 6456, 6488, 6491`) |","| `QCTLSER.INP` | time, height, width, sill, flow, table ID (`input.f90:6590, 6607, 6639, 6642`) |"
models/EFDC/source-analysis/efdc_hydro_core.md,19,C,yes,EFDC/aaefdc.f90:3189-3190; complete ranges equal,"- `aaefdc.f90:3187-3188` — top-level dispatch: `IS2TIM==0 → HDMT` (3TL), `IS2TIM>=1 → HDMT2T` (2TL).","- `aaefdc.f90:3189-3190` — top-level dispatch: `IS2TIM==0 → HDMT` (3TL), `IS2TIM>=1 → HDMT2T` (2TL)."
models/EFDC/source-analysis/efdc_hydro_core.md,29,C,yes,EFDC/calexp2t.f90:224-228; complete ranges equal,"- Advection fluxes `FUHU/FVHU/FUHV/FVHV` built per layer, upwind or central (`calexp.f90:218-227`); flux divergence assembled into `FX/FY` (`:685-686`). 2TL mirror in `calexp2t.f90:214-218`.","- Advection fluxes `FUHU/FVHU/FUHV/FVHV` built per layer, upwind or central (`calexp.f90:218-227`); flux divergence assembled into `FX/FY` (`:685-686`). 2TL mirror in `calexp2t.f90:224-228`."
models/EFDC/source-analysis/efdc_hydro_core.md,31,C,yes,EFDC/calexp2t.f90:1062-1065; complete ranges equal,"- Vertical sums to depth-integrated `FCAXE/FCAYE`, `FXE/FYE` (`calexp.f90:1133-1136`; `calexp2t.f90:1053-1056`).","- Vertical sums to depth-integrated `FCAXE/FCAYE`, `FXE/FYE` (`calexp.f90:1133-1136`; `calexp2t.f90:1062-1065`)."
models/EFDC/source-analysis/efdc_ice.md,19,C,yes,"EFDC/input.f90:2621-2627,7040-7063,7152-7262; endpoints equal; interior differs","- `input.f90:2524-2530, 6888-6911, 7000-7099` — `ISICE`, ice series readers.","- `input.f90:2621-2627, 7040-7063, 7152-7262` — `ISICE`, ice series readers."
models/EFDC/source-analysis/efdc_ice.md,21,C,yes,"EFDC/Transport/mod_heat.f90:251-1488,1093-1102,639-751,1320-1426,1650-1672; endpoints equal; interior differs","- `Transport/mod_heat.f90:251-1490, 1095-1104, 641-753, 1322-1428, 1652-1674` — heat-balance + ice physics.","- `Transport/mod_heat.f90:251-1488, 1093-1102, 639-751, 1320-1426, 1650-1672` — heat-balance + ice physics."
models/EFDC/source-analysis/efdc_ice.md,23,C,yes,"EFDC/caltsxy.f90:611-863,683-723; complete ranges equal","- `caltsxy.f90:612-864, 684-724` — ice cover application + momentum.","- `caltsxy.f90:611-863, 683-723` — ice cover application + momentum."
models/EFDC/source-analysis/efdc_ice.md,25,C,yes,EFDC/calexp.f90:1091-1328; endpoints equal; interior differs,"- `calexp.f90:1091-1385`, `calexp2t.f90:1014-1405` — internal mode + waves.","- `calexp.f90:1091-1328`, `calexp2t.f90:1014-1405` — internal mode + waves."
models/EFDC/source-analysis/efdc_ice.md,25,C,yes,EFDC/calexp2t.f90:1023-1405; endpoints equal; interior differs,"- `calexp.f90:1091-1328`, `calexp2t.f90:1014-1405` — internal mode + waves.","- `calexp.f90:1091-1328`, `calexp2t.f90:1023-1405` — internal mode + waves."
models/EFDC/source-analysis/efdc_ice.md,26,C,yes,EFDC/Transport/calconc.f90:308-483; complete ranges equal,- `Transport/calconc.f90:296-471` — heat/frazil dispatch.,- `Transport/calconc.f90:308-483` — heat/frazil dispatch.
models/EFDC/source-analysis/efdc_ice.md,28,C,yes,EFDC/Waves/mod_windwave.f90:193-835; endpoints equal; interior differs,- `Waves/mod_windwave.f90:191-826` — wave routines (no ice).,- `Waves/mod_windwave.f90:193-835` — wave routines (no ice).
models/EFDC/source-analysis/efdc_ice.md,29,C,yes,EFDC/varalloc.f90:1386-1399; endpoints equal; interior differs,- `varalloc.f90:1386-1400` — ice arrays.,- `varalloc.f90:1386-1399` — ice arrays.
models/EFDC/source-analysis/efdc_ice.md,35,C,yes,EFDC/input.f90:2621-2627; complete ranges equal,Ice controlled by `ISICE` (read from card `C46A` at `input.f90:2524-2530`):,Ice controlled by `ISICE` (read from card `C46A` at `input.f90:2621-2627`):
models/EFDC/source-analysis/efdc_ice.md,39,C,yes,EFDC/input.f90:7040-7063; complete ranges equal,"Wind forcing separate: `NWSER` is wind series count from `WSER.INP` (`input.f90:6888-6911`), **not an ice flag**.","Wind forcing separate: `NWSER` is wind series count from `WSER.INP` (`input.f90:7040-7063`), **not an ice flag**."
models/EFDC/source-analysis/efdc_ice.md,43,C,yes,EFDC/Transport/mod_heat.f90:1093-1102; complete ranges equal,`Transport/mod_heat.f90:1095-1104` documents:,`Transport/mod_heat.f90:1093-1102` documents:
models/EFDC/source-analysis/efdc_ice.md,54,C,yes,EFDC/caltsxy.f90:611-703; complete ranges equal,"- Thickness explicitly ""not used"" (`caltsxy.f90:612-704`).","- Thickness explicitly ""not used"" (`caltsxy.f90:611-703`)."
models/EFDC/source-analysis/efdc_ice.md,64,C,yes,EFDC/Transport/mod_heat.f90:639-667; complete ranges equal,Open-water surface heat balance: longwave + sensible + latent fluxes — but **skipped when `ICECELL(L)` is true** (`Transport/mod_heat.f90:641-669`).,Open-water surface heat balance: longwave + sensible + latent fluxes — but **skipped when `ICECELL(L)` is true** (`Transport/mod_heat.f90:639-667`).
models/EFDC/source-analysis/efdc_ice.md,80,C,yes,EFDC/caltsxy.f90:712-723; complete ranges equal,"In ice cells, surface shear replaced by ice-bottom drag (`caltsxy.f90:713-724`):","In ice cells, surface shear replaced by ice-bottom drag (`caltsxy.f90:712-723`):"
models/EFDC/source-analysis/efdc_ice.md,88,C,yes,EFDC/calexp.f90:1317-1328; complete ranges equal,"Also enters internal-mode top interface shear in `CALEXP` (`calexp.f90:1374-1385`, `calexp2t.f90:1400-1405`).","Also enters internal-mode top interface shear in `CALEXP` (`calexp.f90:1317-1328`, `calexp2t.f90:1400-1405`)."
models/EFDC/source-analysis/efdc_ice.md,92,C,yes,EFDC/caltsxy.f90:754-863; complete ranges equal,Wind stress computed normally in `WINDSTRESS` (`caltsxy.f90:755-864`).,Wind stress computed normally in `WINDSTRESS` (`caltsxy.f90:754-863`).
models/EFDC/source-analysis/efdc_ice.md,104,C,yes,EFDC/Waves/mod_windwave.f90:193-222; complete ranges equal,"Wind-wave generation uses wind, fetch, depth, wave mask only (`Waves/mod_windwave.f90:191-220`).","Wind-wave generation uses wind, fetch, depth, wave mask only (`Waves/mod_windwave.f90:193-222`)."
models/EFDC/source-analysis/efdc_ice.md,108,C,yes,EFDC/calexp2t.f90:1023-1028; complete ranges equal,"Wave forcing added to momentum via `FXWAVE/FYWAVE` (`calexp.f90:1091-1097`, `calexp2t.f90:1014-1019`).","Wave forcing added to momentum via `FXWAVE/FYWAVE` (`calexp.f90:1091-1097`, `calexp2t.f90:1023-1028`)."
models/EFDC/source-analysis/efdc_ice.md,114,C,yes,EFDC/Transport/calconc.f90:479-483; complete ranges equal,Heat transport: `CALHEAT` called when temperature transport active (`Transport/calconc.f90:467-471`).,Heat transport: `CALHEAT` called when temperature transport active (`Transport/calconc.f90:479-483`).
models/EFDC/source-analysis/efdc_ice.md,120,C,yes,EFDC/Transport/mod_heat.f90:1478-1488; complete ranges equal,"For 3-time-level mode, ice volume can directly update `HP, H1P`, layer depths (`Transport/mod_heat.f90:1480-1490`).","For 3-time-level mode, ice volume can directly update `HP, H1P`, layer depths (`Transport/mod_heat.f90:1478-1488`)."
models/EFDC/source-analysis/efdc_ice.md,128,C,yes,EFDC/input.f90:7152-7182; endpoints equal; interior differs,"| `1` | `iser.inp` | `VAL(M,1)` = ice on/off or cover; `VAL(M,2)` = thickness (legacy/display only) (`input.f90:7000-7031`) |","| `1` | `iser.inp` | `VAL(M,1)` = ice on/off or cover; `VAL(M,2)` = thickness (legacy/display only) (`input.f90:7152-7182`) |"
models/EFDC/source-analysis/efdc_ice.md,133,C,yes,EFDC/varalloc.f90:1386-1399; endpoints equal; interior differs,"Allocated arrays: `ICECOVER, ICETHICK, ICETEMP, ICEVOL, ICERATE`, frazil arrays (`varalloc.f90:1386-1400`).","Allocated arrays: `ICECOVER, ICETHICK, ICETEMP, ICEVOL, ICERATE`, frazil arrays (`varalloc.f90:1386-1399`)."
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,33,C,yes,EFDC/calexp.f90:1309; complete ranges equal,(calexp.f90:1366; DV 동형 :1367) — 직전 전단/Δt + **Coriolis(FCAX)·부력/경압(FBBX)·이류(FX)의 층간 차분**. 즉 explicit 물리는 전부 층차 형태로 RHS 에만.,(calexp.f90:1309; DV 동형 :1367) — 직전 전단/Δt + **Coriolis(FCAX)·부력/경압(FBBX)·이류(FX)의 층간 차분**. 즉 explicit 물리는 전부 층차 형태로 RHS 에만.
models/EFDC/source-analysis/efdc_internal_shear_caluvw.md,76,C,yes,EFDC/calexp.f90:1318; complete ranges equal,"- **★바람 전단 주입이 `ISTL==2` 에서만** (calexp.f90:1375) — 2TL(HDMT2T)은 ISTL 이 항상 2라 매 스텝 주입되지만, **3TL leapfrog full step(ISTL=3)에서는 내부전단 RHS 에 TSX/TSY 미주입** — 표면 강제가 corrector 주기(NTSTBC)로만 연직 구조에 들어가는 구조. 관찰 사실(코드 게이트)이며 의도/버그 여부는 문서 무언급.","- **★바람 전단 주입이 `ISTL==2` 에서만** (calexp.f90:1318) — 2TL(HDMT2T)은 ISTL 이 항상 2라 매 스텝 주입되지만, **3TL leapfrog full step(ISTL=3)에서는 내부전단 RHS 에 TSX/TSY 미주입** — 표면 강제가 corrector 주기(NTSTBC)로만 연직 구조에 들어가는 구조. 관찰 사실(코드 게이트)이며 의도/버그 여부는 문서 무언급."
models/EFDC/source-analysis/efdc_linkages.md,23,C,yes,EFDC/input.f90:269; complete ranges equal,"- **WASP** (Water Quality Analysis Simulation Program, US EPA) box-model 로 EFDC 수리·분산을 전달. `ISWASP`(input C7, `input.f90:264`) = 버전/모드 선택. 버전별 파일: `wasp4.f90`(637)~`wasp8hydro.f90`(1549). M. Morton 1994.","- **WASP** (Water Quality Analysis Simulation Program, US EPA) box-model 로 EFDC 수리·분산을 전달. `ISWASP`(input C7, `input.f90:269`) = 버전/모드 선택. 버전별 파일: `wasp4.f90`(637)~`wasp8hydro.f90`(1549). M. Morton 1994."
models/EFDC/source-analysis/efdc_linkages.md,25,C,yes,EFDC/hdmt2t.f90:1059; complete ranges equal,- **residual transport**: `CALMMT`(mean mass transport averaging) 가 `ISWASP>0` 또는 `ISSSMMT>0` + `RESSTEP>0` 시 호출(`hdmt2t.f90:1055`) — 조석평균 잔차 flux/dispersion 을 WASP box exchange 로 집계. [[efdc_caldisp_postprocess]] 의 잔차 dispersion 텐서와 같은 계열(조석평균 transport).,- **residual transport**: `CALMMT`(mean mass transport averaging) 가 `ISWASP>0` 또는 `ISSSMMT>0` + `RESSTEP>0` 시 호출(`hdmt2t.f90:1059`) — 조석평균 잔차 flux/dispersion 을 WASP box exchange 로 집계. [[efdc_caldisp_postprocess]] 의 잔차 dispersion 텐서와 같은 계열(조석평균 transport).
models/EFDC/source-analysis/efdc_linkages.md,26,C,yes,EFDC/input.f90:297; complete ranges equal,- **`ISWASP==99 → ISICM=1`** (`input.f90:292`) — WASP 99 = CE-QUAL-ICM 모드 전환.,- **`ISWASP==99 → ISICM=1`** (`input.f90:297`) — WASP 99 = CE-QUAL-ICM 모드 전환.
models/EFDC/source-analysis/efdc_mpi_decomposition.md,124,C,yes,EFDC/aaefdc.f90:3158-3161; complete ranges equal,"`Map_Write_EE_Binary` maps hydro/output arrays to global; `EE_LINKAGE` called only on `master_id` (`Mod_Map_Write_EE_Binary.f90:49-59`, `aaefdc.f90:3156-3159`).","`Map_Write_EE_Binary` maps hydro/output arrays to global; `EE_LINKAGE` called only on `master_id` (`Mod_Map_Write_EE_Binary.f90:49-59`, `aaefdc.f90:3158-3161`)."
models/EFDC/source-analysis/efdc_sediment_diagenesis.md,21,C,yes,EFDC/Eutrophication/mod_diagen.f90:9-1029; endpoints equal; interior differs,"> ★**line range 정정**: water_quality:21 은 `mod_diagen.f90:9-1031` 이라 했으나 module `END`는 :1107, **flux kernel(SEDFLUXNEW/ZBRENT/SOLVSMBE)은 :1121-1393** — stale 인용은 solver 전체를 놓침.","> ★**line range 정정**: water_quality:21 은 `mod_diagen.f90:9-1029` 이라 했으나 module `END`는 :1107, **flux kernel(SEDFLUXNEW/ZBRENT/SOLVSMBE)은 :1121-1393** — stale 인용은 solver 전체를 놓침."
models/EFDC/source-analysis/efdc_surface_forcing.md,66,C,yes,EFDC/calexp.f90:1326-1327; complete ranges equal,- 내부모드: `calexp.f90:1383-1384` `DU -= CDZUU*TSX`.,- 내부모드: `calexp.f90:1326-1327` `DU -= CDZUU*TSX`.
models/EFDC/source-analysis/efdc_turbulence.md,21,C,yes,"EFDC/mod_var_global.f90:1004,1092,1104,1106-1108; complete ranges equal","- `mod_var_global.f90:1003, 1091, 1103, 1105-1107` — array storage definitions.","- `mod_var_global.f90:1004, 1092, 1104, 1106-1108` — array storage definitions."
models/EFDC/source-analysis/efdc_turbulence.md,22,C,yes,EFDC/input.f90:643-708; endpoints equal; interior differs,"- `input.f90:621-685` — input cards C12 (background mixing, max), C12A (`ISTOPT`), C12B (`ISGOTM`).","- `input.f90:643-708` — input cards C12 (background mixing, max), C12A (`ISTOPT`), C12B (`ISGOTM`)."
models/EFDC/source-analysis/efdc_turbulence.md,23,C,yes,"EFDC/hdmt2t.f90:533-579,879-968,993; complete ranges equal","- `hdmt.f90:1274, 1283`; `hdmt2t.f90:533-579, 875-964, 989` — main-loop dispatch and BC setup.","- `hdmt.f90:1274, 1283`; `hdmt2t.f90:533-579, 879-968, 993` — main-loop dispatch and BC setup."
models/EFDC/source-analysis/efdc_turbulence.md,31,C,yes,"EFDC/hdmt2t.f90:533,577,993; complete ranges equal","| Original MY2.5 (2TL) | `HDMT2T` | `CALAVB` then `CALQQ2T` (`hdmt2t.f90:533, 577, 989`) |","| Original MY2.5 (2TL) | `HDMT2T` | `CALAVB` then `CALQQ2T` (`hdmt2t.f90:533, 577, 993`) |"
models/EFDC/source-analysis/efdc_turbulence.md,67,C,yes,EFDC/input.f90:643-652; endpoints equal; interior differs,"Both depth-normalized afterward (`:157, 158`). Background `AVOXY/AVBXY` come from card C12 (`input.f90:621-633`: `AVO, ABO, AVMX, ABMX`).","Both depth-normalized afterward (`:157, 158`). Background `AVOXY/AVBXY` come from card C12 (`input.f90:643-652`: `AVO, ABO, AVMX, ABMX`)."
models/EFDC/source-analysis/efdc_turbulence.md,82,C,yes,EFDC/aaefdc.f90:1519-1530; complete ranges equal,`FPROX` = wall proximity function (`aaefdc.f90:1517-1528`).,`FPROX` = wall proximity function (`aaefdc.f90:1519-1530`).
models/EFDC/source-analysis/efdc_turbulence.md,96,C,yes,EFDC/mod_var_global.f90:1092; complete ranges equal,"| `AB(LCM,KCM)` | Vertical diffusivity (depth-normalized, m/s — physical m²/s ÷ depth) | `mod_var_global.f90:1091` |","| `AB(LCM,KCM)` | Vertical diffusivity (depth-normalized, m/s — physical m²/s ÷ depth) | `mod_var_global.f90:1092` |"
models/EFDC/source-analysis/efdc_turbulence.md,107,C,yes,EFDC/input.f90:664-681; endpoints equal; interior differs,`ISTOPT(0)` is read from card C12A (`input.f90:641-661`). It does **not** select GOTM (that is `ISGOTM`). It selects original-EFDC coefficient behavior inside CALAVB:,`ISTOPT(0)` is read from card C12A (`input.f90:664-681`). It does **not** select GOTM (that is `ISGOTM`). It selects original-EFDC coefficient behavior inside CALAVB:
models/EFDC/source-analysis/efdc_turbulence.md,115,C,yes,EFDC/input.f90:689-708; endpoints equal; interior differs,`ISGOTM` from card C12B (`input.f90:666-685`).,`ISGOTM` from card C12B (`input.f90:689-708`).
models/EFDC/source-analysis/efdc_turbulence.md,135,C,yes,EFDC/hdmt2t.f90:879-893; complete ranges equal,"- Non-wave path: bottom from `TBX/TBY`, surface from `TSX/TSY` (`hdmt2t.f90:875-889`).","- Non-wave path: bottom from `TBX/TBY`, surface from `TSX/TSY` (`hdmt2t.f90:879-893`)."
models/EFDC/source-analysis/efdc_turbulence.md,172,C,yes,EFDC/aaefdc.f90:1519-1530; complete ranges equal,- ▢ Wall proximity `FPROX` formulation — different forms initialize at `aaefdc.f90:1517-1528`; choice depends on whether you want Mellor's parabolic or alternative form. Verify the active branch matches your case (free-surface vs bottom-bounded).,- ▢ Wall proximity `FPROX` formulation — different forms initialize at `aaefdc.f90:1519-1530`; choice depends on whether you want Mellor's parabolic or alternative form. Verify the active branch matches your case (free-surface vs bottom-bounded).
models/EFDC/source-analysis/efdc_vertical.md,20,C,yes,"EFDC/input.f90:150,269,538,553; complete ranges equal","- `input.f90:145, 264, 516, 531` — input reads for `KC`, `IGRIDV`, `IINTPG`, sigma fractions.","- `input.f90:150, 269, 538, 553` — input reads for `KC`, `IGRIDV`, `IINTPG`, sigma fractions."
models/EFDC/source-analysis/efdc_vertical.md,21,C,yes,"EFDC/aaefdc.f90:1295,1310,1325,1334,1343,1437,1445,1450,1494,1499,2384,2594,2612,2822,2946; complete ranges equal","- `aaefdc.f90:1294, 1308, 1323, 1332, 1341, 1435, 1443, 1448, 1492, 1497, 2382, 2592, 2610, 2820, 2944` — layer setup, SGZ allocation, face metrics.","- `aaefdc.f90:1295, 1310, 1325, 1334, 1343, 1437, 1445, 1450, 1494, 1499, 2384, 2594, 2612, 2822, 2946` — layer setup, SGZ allocation, face metrics."
models/EFDC/source-analysis/efdc_vertical.md,30,C,yes,EFDC/input.f90:538; complete ranges equal,- `KC` = water-column layer count (`mod_var_global.f90:221`); read from card C9A (`input.f90:516`).,- `KC` = water-column layer count (`mod_var_global.f90:221`); read from card C9A (`input.f90:538`).
models/EFDC/source-analysis/efdc_vertical.md,31,C,yes,EFDC/input.f90:553; complete ranges equal,- Global sigma fractions `DZCK(K)` from card C10 (`input.f90:531`); normalized to sum 1 (`aaefdc.f90:1294`).,- Global sigma fractions `DZCK(K)` from card C10 (`input.f90:553`); normalized to sum 1 (`aaefdc.f90:1294`).
models/EFDC/source-analysis/efdc_vertical.md,31,C,yes,EFDC/aaefdc.f90:1295; complete ranges equal,- Global sigma fractions `DZCK(K)` from card C10 (`input.f90:553`); normalized to sum 1 (`aaefdc.f90:1294`).,- Global sigma fractions `DZCK(K)` from card C10 (`input.f90:553`); normalized to sum 1 (`aaefdc.f90:1295`).
models/EFDC/source-analysis/efdc_vertical.md,33,C,yes,"EFDC/aaefdc.f90:1437,1445; complete ranges equal","- Sigma stretch: inactive layers below `KSZ` zeroed; `DZC = DZCK / DZPC` (`aaefdc.f90:1435, 1443`).","- Sigma stretch: inactive layers below `KSZ` zeroed; `DZC = DZCK / DZPC` (`aaefdc.f90:1437, 1445`)."
models/EFDC/source-analysis/efdc_vertical.md,34,C,yes,"EFDC/aaefdc.f90:1494,1499; complete ranges equal","- `DZIC/DZG/DZIG` set up in `aaefdc.f90:1492, 1497`.","- `DZIC/DZG/DZIG` set up in `aaefdc.f90:1494, 1499`."
models/EFDC/source-analysis/efdc_vertical.md,38,C,yes,EFDC/aaefdc.f90:1325; complete ranges equal,"- `IGRIDV = 0` → standard sigma stretch (`mod_var_global.f90:236`, `aaefdc.f90:1323` sets `KSZ=1`).","- `IGRIDV = 0` → standard sigma stretch (`mod_var_global.f90:236`, `aaefdc.f90:1325` sets `KSZ=1`)."
models/EFDC/source-analysis/efdc_vertical.md,40,C,yes,EFDC/input.f90:150; complete ranges equal,"- Read alongside `KMINV, SGZHPDELTA` at `input.f90:145`.","- Read alongside `KMINV, SGZHPDELTA` at `input.f90:150`."
models/EFDC/source-analysis/efdc_vertical.md,42,C,yes,EFDC/aaefdc.f90:1334; complete ranges equal,- Input: reads `sgzlayer.inp` (`aaefdc.f90:1332`):,- Input: reads `sgzlayer.inp` (`aaefdc.f90:1334`):
models/EFDC/source-analysis/efdc_vertical.md,45,C,yes,EFDC/aaefdc.f90:1450; complete ranges equal,- Effect: layers `K < KSZ` are inactive (`DZC = 0`); face masks set by max neighbor `KSZ` (`aaefdc.f90:1448`).,- Effect: layers `K < KSZ` are inactive (`DZC = 0`); face masks set by max neighbor `KSZ` (`aaefdc.f90:1450`).
models/EFDC/source-analysis/efdc_vertical.md,46,C,yes,"EFDC/aaefdc.f90:2384,2594; complete ranges equal","- Face metrics `SGZU/SGZV` and inverses `FSGZU/FSGZV` at `aaefdc.f90:2382, 2592`.","- Face metrics `SGZU/SGZV` and inverses `FSGZU/FSGZV` at `aaefdc.f90:2384, 2594`."
models/EFDC/source-analysis/efdc_vertical.md,72,C,yes,EFDC/input.f90:269; complete ranges equal,- `IINTPG` read at `input.f90:264`.,- `IINTPG` read at `input.f90:269`.
