finding_id,work_id,representation_path,reported_lines,class,finding,canonical_group,disposition,current_canonical_coverage,cross_format_duplicate_candidate,duplicate_confidence,cross_format_duplicate_score,physical_pdf_pages,printed_pages_or_frontmatter,page_map_status,mapped_token_fraction,candidate_canonical_routes,source_code_adjudication_topics,source_code_adjudications_json
XH098,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"290,315,372-386",documented_fact,"roelvink2 dissipation scales with H³/h instead of H², reef fw may exceed flow cf by at least an order of magnitude, and the eight-harmonic waveform has skewness at w=1 and asymmetry at w=0.",nonhydrostatic-physics-numerics,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,,unresolved,0.2942,19;20;23;24,15;16;19;20,cross-format-mapped,0.997845,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH099,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"386,396-402,2616",applicability,"Ruessink waveforms cannot supply bore-averaged turbulence, whose parameter names now use wave_averaged and bore_averaged rather than the Kingsday spellings.",wave-action-breaking-roller-friction,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,,unresolved,0.256,24,20,cross-format-mapped,0.893805,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_action_balance.md;models/XBeach/source-analysis/xbeach_wave_breaking.md;models/XBeach/source-analysis/xbeach_wave_functions.md,,[]
XH100,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"476,486-494,2573-2579",contradiction,"Typical Chezy C=55, Manning n=0.02 and ks=0.01–0.15 m conflict with default chezy/bedfriccoef=0.01, changed from Kingsday 0.003, while nuh=0.1 is described both as a Smagorinsky constant and dimensional viscosity.",flow-friction-viscosity,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH135,high,0.6944,28,24,cross-format-partial,0.667954,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_bed_friction.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,nuh;bedfriction,"[{""canonical_ready_ko"": ""nuh는 smag 분기에 따라 의미가 달라진다. smag=1에서 par%nuh는 무차원 Smagorinsky 계수로 제곱되어 격자면적·변형률에 곱해지고, smag=0에서는 출력 점성계수 s%nuh에 직접 대입되어 m²/s 값으로 쓰인다. 해당 snapshot 입력 기본값은 nuh=0.1, smag=1이다. s%nuh 출력의 단위와 par%nuh 입력의 조건부 단위를 구분한다."", ""evidence"": [{""line_end"": 377, ""line_start"": 365, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/flow_timestep.F90"", ""sha256"": ""50742b601cc8feccd513cf742ca772b6021f1d4f5ffe074c4e8ffc90907dd2b2""}, {""line_end"": 1023, ""line_start"": 1008, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/flow_timestep.F90"", ""sha256"": ""50742b601cc8feccd513cf742ca772b6021f1d4f5ffe074c4e8ffc90907dd2b2""}, {""line_end"": 1062, ""line_start"": 1047, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/flow_timestep.F90"", ""sha256"": ""50742b601cc8feccd513cf742ca772b6021f1d4f5ffe074c4e8ffc90907dd2b2""}, {""line_end"": 748, ""line_start"": 743, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}], ""finding_binding"": {""finding_exact"": ""Typical Chezy C=55, Manning n=0.02 and ks=0.01–0.15 m conflict with default chezy/bedfriccoef=0.01, changed from Kingsday 0.003, while nuh=0.1 is described both as a Smagorinsky constant and dimensional viscosity."", ""finding_id"": ""XH100"", ""finding_sha256"": ""7ff3d3b0c111ba454ed89b506c8e80c0efff9873cb38a56ae3b6b174c67492fd"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""The prose identifies 'nuh=0.1' as the dimensionless Smagorinsky constant when 'smag=1', but the table labels the same input as background viscosity in m²/s."", ""finding_id"": ""XH008"", ""finding_sha256"": ""7b02b86d2485948aff3e766b0f50ccf1b293176f1837781ad12fd17a29eee13b"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The Smagorinsky description treats nuh=0.1 as a dimensionless coefficient, whereas its parameter table assigns nuh units of m²/s."", ""finding_id"": ""XH059"", ""finding_sha256"": ""8cebacefbced2769bf64ed6098b87b15d7592f15a6fcb5f9402c6be1e9430914"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""Typical Chezy C=55, Manning n=0.02 and ks=0.01–0.15 m conflict with default chezy/bedfriccoef=0.01, changed from Kingsday 0.003, while nuh=0.1 is described both as a Smagorinsky constant and dimensional viscosity."", ""finding_id"": ""XH100"", ""finding_sha256"": ""7ff3d3b0c111ba454ed89b506c8e80c0efff9873cb38a56ae3b6b174c67492fd"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The text gives Chezy C=55 and Manning n=0.02, while the default bedfriccoef is 0.01 rather than Kingsday's 0.003 and nuh=0.1 is described both as a coefficient and as a dimensional viscosity."", ""finding_id"": ""XH135"", ""finding_sha256"": ""07ad19ea57c3ab7f209570a9601bb0e673dca02e147bed5149643301fa4dc9aa"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH008"", ""XH059"", ""XH100"", ""XH135""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""nuh""}, {""canonical_ready_ko"": ""마찰 파일을 쓰지 않는 조건에서 기본 계수는 선택한 마찰식에 종속된다: Chezy는 55, cf는 0.003, Manning은 0.02, White-Colebrook은 0.01이다. Chezy 분기는 g/C²로 cf를 계산하므로 Chezy C에 0.003을 넣는 것은 cf=0.003과 동등하지 않다. 문서 변환으로 깨진 마찰 공식은 이 소스식으로 원문을 복원했다고 주장하지 않고 별도 제외한다."", ""evidence"": [{""line_end"": 727, ""line_start"": 707, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}, {""line_end"": 75, ""line_start"": 68, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/bedroughness.F90"", ""sha256"": ""508ccef2919d203a716f831f4ffd80a57068562eab747a00a94da802a840dfef""}], ""finding_binding"": {""finding_exact"": ""Typical Chezy C=55, Manning n=0.02 and ks=0.01–0.15 m conflict with default chezy/bedfriccoef=0.01, changed from Kingsday 0.003, while nuh=0.1 is described both as a Smagorinsky constant and dimensional viscosity."", ""finding_id"": ""XH100"", ""finding_sha256"": ""7ff3d3b0c111ba454ed89b506c8e80c0efff9873cb38a56ae3b6b174c67492fd"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""The friction table pairs 'chezy' with '55 m½/s' and 'cf' with '0.003', but the input table defaults to 'bedfriction=chezy' and 'bedfriccoef=0.003'."", ""finding_id"": ""XH009"", ""finding_sha256"": ""00d69e076c2179faab7bec3d67de4522696dcc50a673d696cf4a19d6d2d1a07e"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The prose gives cf=0.003 and Chezy C=55 with cf=g/C², but the table pairs default bedfriction=chezy with bedfriccoef=0.003."", ""finding_id"": ""XH060"", ""finding_sha256"": ""c1854c066319a31f4ec22c996427b910710e17301f62934c218fa135bc5bcc4c"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""Typical Chezy C=55, Manning n=0.02 and ks=0.01–0.15 m conflict with default chezy/bedfriccoef=0.01, changed from Kingsday 0.003, while nuh=0.1 is described both as a Smagorinsky constant and dimensional viscosity."", ""finding_id"": ""XH100"", ""finding_sha256"": ""7ff3d3b0c111ba454ed89b506c8e80c0efff9873cb38a56ae3b6b174c67492fd"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The text gives Chezy C=55 and Manning n=0.02, while the default bedfriccoef is 0.01 rather than Kingsday's 0.003 and nuh=0.1 is described both as a coefficient and as a dimensional viscosity."", ""finding_id"": ""XH135"", ""finding_sha256"": ""07ad19ea57c3ab7f209570a9601bb0e673dca02e147bed5149643301fa4dc9aa"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The extracted friction formulas show cf=g/C and a Manning exponent of 1/12, differing from expected squared-C notation and Kingsday's 1/3 exponent, requiring verification against the original equations before use."", ""finding_id"": ""XH136"", ""finding_sha256"": ""c3150634994a4b05ea608a625be7efa726de2db5ed104f63b28894a74ac81cdc"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH009"", ""XH060"", ""XH100"", ""XH135"", ""XH136""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""bedfriction""}]"
XH101,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"520,2182,2618",parameter_drift,"The non-hydrostatic section says waveform=nonh and swave=0, despite wavemodel=nonh elsewhere and a waveform table allowing only ruessink_vanrijn or vanthiel.",nonhydrostatic-physics-numerics,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH137,probable,0.3666,30,26,cross-format-mapped,0.848315,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH102,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"520,546-636",applicability,"The model assumes linear dynamic pressure with zero surface pressure, neglects vertical momentum advection/diffusion in this derivation, adds infiltration instantaneously and imposes zero groundwater flux at outer boundaries.",groundwater,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH137,probable,0.4892,30;31;32;33;34;35,26;27;28;29;30;31,cross-format-mapped,0.995319,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_groundwater.md,,[]
XH103,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"697,741-745",contradiction,"The sediment calculation fixes T=20°C and ν=10^-6 m²/s, while dilatancy still claims to reduce critical Shields stress and assigns A=0.75 to individual particles and 1.7 to a continuum, reversing the Kingsday assignment.",sediment-transport,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH141,high,0.692,38;40;41,34;36;37,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,dilatancy,"[{""canonical_ready_ko"": ""이 snapshot에서 dilatancy=1일 때 srfRhee는 erosion velocity와 (pormax-por), rheeA 등에 비례한다. 양의 침투계수·밀도비 및 pormax>=por 조건에서는 srfRhee>=0이고, 경사 효과를 끄면 srfTotal=1+srfRhee이다. 이에 따라 임계 bed-load 속도는 Ucr*sqrt(srfTotal), 경사 total 모드가 아닌 suspended-load 속도는 Ucr*(1+sqrt(srfRhee))로 증가한다. 코드 주석의 A는 단일입자 3/4, 연속체 1/(1-n0)이며 입력 rheeA 기본값은 0.75이다. 문서의 감소 설명과 수식/주석 모순은 이 구현과 구분해 기록한다."", ""evidence"": [{""line_end"": 1553, ""line_start"": 1539, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/morphevolution.F90"", ""sha256"": ""765f474008f7cb843353dc0790cc3f3ebdc00631353da7592e2bb0508e968391""}, {""line_end"": 1599, ""line_start"": 1593, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/morphevolution.F90"", ""sha256"": ""765f474008f7cb843353dc0790cc3f3ebdc00631353da7592e2bb0508e968391""}, {""line_end"": 1119, ""line_start"": 1114, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}], ""finding_binding"": {""finding_exact"": ""The sediment calculation fixes T=20°C and ν=10^-6 m²/s, while dilatancy still claims to reduce critical Shields stress and assigns A=0.75 to individual particles and 1.7 to a continuum, reversing the Kingsday assignment."", ""finding_id"": ""XH103"", ""finding_sha256"": ""9a9be952de8857b973c1754d1731db3637eb434d7e5c6c52fa744f6190457aea"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""Dilatancy is said to hinder erosion by reducing the critical Shields number, a direction requiring verification, with 'rheeA=0.75' by default versus approximately '1.7' for a continuum and 'pormax=0.5'."", ""finding_id"": ""XH013"", ""finding_sha256"": ""8c8a96f02e0eb7058ee1076bd69616b0f026e8018088869a1cb62c65b919d262"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The dilatancy prose says critical Shields stress is reduced while describing inhibited erosion, and the accompanying positive correction uses rheeA=0.75 for continuum motion or 1.7 otherwise with pormax=0.5."", ""finding_id"": ""XH067"", ""finding_sha256"": ""73cbe62ffb43df801b5c386695c488b8c471ce772e981187856206f3ae67a8bc"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The sediment calculation fixes T=20°C and ν=10^-6 m²/s, while dilatancy still claims to reduce critical Shields stress and assigns A=0.75 to individual particles and 1.7 to a continuum, reversing the Kingsday assignment."", ""finding_id"": ""XH103"", ""finding_sha256"": ""9a9be952de8857b973c1754d1731db3637eb434d7e5c6c52fa744f6190457aea"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The text assumes T=20 and nu=1e-6, defines ua=(fSk*Sk-fAs*As)*urms, and assigns dilatancy A=0.75 to a single particle and A=1.7 to a continuum, reversing the Kingsday assignments."", ""finding_id"": ""XH141"", ""finding_sha256"": ""4e0e8b0bd5465b280ce9289957885308a3bcf69a9fa152e97e0c7c1bd67c4d1c"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH013"", ""XH067"", ""XH103"", ""XH141""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""dilatancy""}]"
XH104,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"772,2594",parameter_drift,The slope-effect prose repeats soulsby_total for bed-only transport although the table explicitly provides soulsby_bed.,sediment-transport,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,,unresolved,0.2615,41,37,cross-format-mapped,0.7,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH105,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"791-807,1741,2630-2639",documented_fact,"Morphological acceleration is described as order 1–10 and unsuitable for accelerated alongshore tides, with defaults dryslp=1, wetslp=0.3, hswitch=0.1 m, dzmax=0.05, morfac=1 and morfacopt=1.",morphology-bed-composition-avalanching,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH142,high,0.6311,42;43;116,38;39;112,cross-format-mapped,0.825436,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md,,[]
XH106,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"1741,2635-2636",contradiction,morstart=120 s and morstop=2000 s are labeled morphological times in the table but hydrodynamic times in the prose.,morphology-bed-composition-avalanching,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH156,probable,0.541,116,112,cross-format-mapped,0.818182,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH107,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"812,1280,2643",contradiction,"The breathing layer may supposedly occupy the uppermost layer, but setup requires at least three layer types and nd_var has minimum index 2.",morphology-bed-composition-avalanching,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH143,probable,0.3184,44;76,40;72,cross-format-mapped,0.97992,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH108,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"832,865,874-876,911",version_drift,"Wave entry remains seaward-only and abs1d is restricted to 1D, but cyclic=1 is now said to work across MPI domains, relaxing Kingsday's single-domain restriction.",build-mpi-version,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH145,probable,0.3389,47;48;49;50;52,43;44;45;46;48,cross-format-mapped,0.991718,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH109,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"853,1206,2259-2261",contradiction,"ts_nonh requirements alternate between optional vertical velocity/surface elevation, mandatory u/v velocities and a t,U,Zs,W variable list.",wave-boundary-spectra,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH144,high,0.5975,48;69,44;65,cross-format-mapped,0.871795,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_boundary_generation.md;models/XBeach/source-analysis/wave/xbeach_wave_boundary.md;models/XBeach/source-analysis/wave/xbeach-boundary-and-wave-setup.md;models/XBeach/source-analysis/xbeach_swan_handoff.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH110,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"894-902,1250-1262,2292-2293",contradiction,"Tide descriptions disagree on corner order and tideloc=1 landward forcing, retain numeric paulrevere=0/1 versus land/sea, and change its default from Kingsday sea to land.",flow-tide-discharge-boundaries,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH145,probable,0.3978,51;73;74,47;69;70,cross-format-mapped,0.953887,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_flow_boundary_conditions.md;models/XBeach/source-analysis/xbeach_tide_forcing.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH111,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"904-906,984-995,1144",documented_fact,"Discharges use m³/s with inward-positive domain-boundary flow and no momentum for vertical injection, grid files contain (nx+1)×(ny+1) values, and vardens angles increase from 0° along +x toward 90° along +y.",flow-tide-discharge-boundaries,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH146,probable,0.4882,51;55;56;67,47;51;52;63,cross-format-mapped,0.997714,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_flow_boundary_conditions.md;models/XBeach/source-analysis/xbeach_tide_forcing.md,,[]
XH112,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"940,998,2201",contradiction,The negative-depth example sets posdwn=0 although the parameter definition requires -1 for positive-up bathymetry.,modes-grid-coordinates,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH147,probable,0.4433,54;56,50;52,cross-format-partial,0.5,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_mode_dispatch.md;models/XBeach/source-analysis/xbeach_single_dir.md;models/XBeach/source-analysis/xbeach_params.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,posdwn,"[{""canonical_ready_ko"": ""문서의 규약은 양의 아래 방향 수심 posdwn=1, 양의 위 방향 고도 posdwn=-1로 구분해야 한다. 실제 snapshot은 s%zb=-s%zb*s%posdwn으로 내부 바닥고를 만들며 ±1에서 이 규약을 따른다. 예제의 posdwn=0을 그대로 넣으면 변환 곱이 0이 되어 해당 초기화 경로의 바닥고가 0으로 소거된다. 0을 -1의 별칭으로 보지 않는다."", ""evidence"": [{""line_end"": 160, ""line_start"": 155, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}, {""line_end"": 55, ""line_start"": 40, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/initialize.F90"", ""sha256"": ""9803067bd2fa4962d9e2247f6e8b5f87e18a9860802595424183994a715523cd""}, {""line_end"": 249, ""line_start"": 240, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/initialize.F90"", ""sha256"": ""9803067bd2fa4962d9e2247f6e8b5f87e18a9860802595424183994a715523cd""}], ""finding_binding"": {""finding_exact"": ""The negative-depth example sets posdwn=0 although the parameter definition requires -1 for positive-up bathymetry."", ""finding_id"": ""XH112"", ""finding_sha256"": ""db85c7e2d52ca769abdc1cb873c5be60b35ccabc845b2cef8e0adad6664fbe9a"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""The example uses negative underwater elevations with 'posdwn=0', while the table specifies '−1' for positive-up data."", ""finding_id"": ""XH022"", ""finding_sha256"": ""f82111f2f0dafe3cb2f5f0d4ec87cce5d2d3b945f77e13290b8b776ff3d1bc81"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""Grid arrays require (nx+1)×(ny+1) entries and positive-up bathymetry is documented as posdwn=-1, but the example uses posdwn=0."", ""finding_id"": ""XH075"", ""finding_sha256"": ""c6e6d5b995927ef10cf37f559226dee3584e3d1c02b514631008afaa85e984ab"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The negative-depth example sets posdwn=0 although the parameter definition requires -1 for positive-up bathymetry."", ""finding_id"": ""XH112"", ""finding_sha256"": ""db85c7e2d52ca769abdc1cb873c5be60b35ccabc845b2cef8e0adad6664fbe9a"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The examples and tables disagree on the upward-positive posdwn value and the angular reference axis, while Tm01switch defaults to 0 here versus 1 in Kingsday's prose."", ""finding_id"": ""XH147"", ""finding_sha256"": ""a0b993cd5bab11e9a7457ddeb2548278a2aac9d00f4f56749bfb35aaa28b988f"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH022"", ""XH075"", ""XH112"", ""XH147""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""posdwn""}]"
